model,lolh_diff,lolh_rel_pct,eue_diff_mwh,eue_rel_pct,cvar_eue_diff_mwh,cvar_eue_rel_pct,max_shortfall_diff_mw,n_events_diff
M1,104.39999999999999,932.1428571428571,37138.949135764604,788.9402333686288,44670.84972760768,459.93827842872105,277.0815199069234,25.799999999999997
M1b,92.6,826.7857142857142,34496.11519147729,732.7986871676706,41921.03836364038,431.62577682064864,277.0815199069234,21.6
M1c,0.0,0.0,0.0,0.0,1.8189894035458565e-12,1.8728608473948816e-14,0.0,0.0
M2,0.0,0.0,9.094947017729282e-13,1.9320335630425292e-14,0.0,0.0,114.86672304000001,1.5999999999999996
HOPE-ED,0.6000000000000014,5.35714285714287,-1.8189894035458565e-12,-3.8640671260850584e-14,-1.8189894035458565e-12,-1.8728608473948816e-14,133.66745777307494,4.0
HOPE-UC,4.0,35.714285714285715,-9.094947017729282e-13,-1.9320335630425292e-14,1.8189894035458565e-12,1.8728608473948816e-14,2.9032222530754552,3.799999999999999
