model,total_runtime_s,mean_runtime_per_scenario_s
M1,0.35500001907348633,0.07100000381469726
M1b,0.2390000820159912,0.04780001640319824
M1c,0.4849998950958252,0.09699997901916504
M2,2.7720000743865967,0.5544000148773194
M3,49.123000144958496,9.8246000289917
HOPE-ED,607.1999999999999,121.43999999999998
HOPE-UC,2882.8999999999996,576.5799999999999
