model,lolh_diff,lolh_rel_pct,eue_diff_mwh,eue_rel_pct,cvar_eue_diff_mwh,cvar_eue_rel_pct,max_shortfall_diff_mw,n_events_diff
M1,103.8,879.6610169491524,37138.949135764604,788.940233368629,44670.84972760768,459.93827842872116,143.41406213384846,21.799999999999997
M1b,92.0,779.6610169491526,34496.11519147729,732.7986871676709,41921.038363640386,431.6257768206488,143.41406213384846,17.6
M1c,-0.6000000000000014,-5.084745762711876,1.8189894035458565e-12,3.86406712608506e-14,3.637978807091713e-12,3.745721694789764e-14,-133.66745777307494,-4.0
M2,-0.6000000000000014,-5.084745762711876,2.7284841053187847e-12,5.79610068912759e-14,1.8189894035458565e-12,1.872860847394882e-14,-18.800734733074933,-2.4000000000000004
M3,-0.6000000000000014,-5.084745762711876,1.8189894035458565e-12,3.86406712608506e-14,1.8189894035458565e-12,1.872860847394882e-14,-133.66745777307494,-4.0
HOPE-UC,3.3999999999999986,28.813559322033882,9.094947017729282e-13,1.93203356304253e-14,3.637978807091713e-12,3.745721694789764e-14,-130.7642355199995,-0.20000000000000107
