case_folder,mode,lolh,lolp_percent,lole_days,eue_mwh,ann_tol_mwh,eue_ann_tol_error_pct,cvar_eue_mwh,max_shortfall_mw,n_shortage_events,mean_shortage_duration_h,p95_shortage_duration_h,runtime_s
RAChronoOps_VRE120_wind_hvy_s006_ED,ED,6.0,0.0684931506849315,2.0,1513.2404797307533,1513.2404797307533,0.0,1513.2404797307533,437.8723964653807,3,2.0,2.8999999999999995,NaN
RAChronoOps_VRE120_wind_hvy_s006_UC,UC,10.0,0.1141552511415525,4.0,1516.4182689307531,1516.4182689307531,0.0,1516.4182689307531,353.1508068653808,5,2.0,3.8,NaN
RAChronoOps_VRE120_wind_hvy_s007_ED,ED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s007_UC,UC,1.0,0.01141552511415525,1.0,0.06780320000498821,0.06780320000498821,0.0,0.06780320000498821,0.06780320000498821,1,1.0,1.0,NaN
RAChronoOps_VRE120_wind_hvy_s008_ED,ED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s008_UC,UC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s009_ED,ED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s009_UC,UC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s010_ED,ED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s010_UC,UC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s011_ED,ED,2.0,0.0228310502283105,1.0,814.8024704653753,814.8024704653753,0.0,814.8024704653753,486.2860412653763,2,1.0,1.0,NaN
RAChronoOps_VRE120_wind_hvy_s011_UC,UC,3.0,0.03424657534246575,1.0,860.1403548653739,860.1403548653739,0.0,860.1403548653739,785.6015636653751,2,1.5,1.95,NaN
RAChronoOps_VRE120_wind_hvy_s012_ED,ED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s012_UC,UC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s013_ED,ED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s013_UC,UC,4.0,0.045662100456621,4.0,0.5764741307532404,0.5764741307532404,0.0,0.5764741307532404,0.4821783999982472,4,1.0,1.0,NaN
RAChronoOps_VRE120_wind_hvy_s014_ED,ED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s014_UC,UC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s015_ED,ED,8.0,0.091324200913242,2.0,4264.1439305307495,4264.1439305307495,0.0,4264.1439305307495,1462.2009067999988,4,2.0,4.399999999999999,NaN
RAChronoOps_VRE120_wind_hvy_s015_UC,UC,9.0,0.10273972602739725,2.0,4456.143930530749,4456.1439305307495,2.0409904077416162e-14,4456.143930530749,1462.2009067999988,4,2.25,5.249999999999998,NaN
RAChronoOps_VRE120_wind_hvy_s016_ED,ED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s016_UC,UC,1.0,0.01141552511415525,1.0,0.0678031999996161,0.0678031999996161,0.0,0.0678031999996161,0.0678031999996161,1,1.0,1.0,NaN
RAChronoOps_VRE120_wind_hvy_s017_ED,ED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s017_UC,UC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s018_ED,ED,4.0,0.045662100456621,2.0,806.632002465374,806.632002465374,0.0,806.632002465374,280.45135519999803,4,1.0,1.0,NaN
RAChronoOps_VRE120_wind_hvy_s018_UC,UC,3.0,0.03424657534246575,2.0,806.6320024658925,806.6320024658925,0.0,806.6320024658925,397.8249452658928,3,1.0,1.0,NaN
RAChronoOps_VRE120_wind_hvy_s019_ED,ED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s019_UC,UC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s020_ED,ED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NaN
RAChronoOps_VRE120_wind_hvy_s020_UC,UC,1.0,0.01141552511415525,1.0,0.06780319999961472,0.06780319999961472,0.0,0.06780319999961472,0.06780319999961472,1,1.0,1.0,NaN
