case_name,method_label,m3_lolh,method_lolh,lolh_error,lolh_abs_error,lolh_rel_error,m3_eue,method_eue,eue_error,eue_rel_error,m3_cvar_eue,method_cvar_eue,cvar_eue_error,m3_lole_days,method_lole_days,lole_days_error,m3_max_shortfall,method_max_shortfall,max_shortfall_error,m3_runtime_s,method_runtime_s,runtime_speedup_vs_m3
VRE120_base,M1c_current,5.95,5.95,0.0,0.0,0.0,2479.16958463441,2479.1695846344096,-4.547473508864641e-13,-1.8342728698550216e-16,9782.932122726885,9782.932122726887,1.8189894035458565e-12,1.75,1.75,0.0,461.06735212653757,461.06735212653746,-1.1368683772161603e-13,193.8,1.5,129.21333328882852
VRE120_base,M1c_VREOnly,5.95,82.8,76.85,76.85,12.91596638655462,2479.16958463441,28179.663953816653,25700.49436918224,10.366573762630344,9782.932122726885,49099.827812856645,39316.895690129764,1.75,21.2,19.45,461.06735212653757,1000.4147142799991,539.3473621534615,193.8,1.5,129.21333328882852
VRE120_bal15,M1c_current,1.35,1.35,0.0,0.0,0.0,360.07474543961246,360.0747454396127,2.2737367544323206e-13,6.314624347387466e-16,2721.961558698064,2721.9615586980653,1.3642420526593924e-12,0.5,0.5,0.0,148.02942812980626,148.02942812980646,1.9895196601282805e-13,194.3,2.2,88.31181818788701
VRE120_bal15,M1c_VREOnly,1.35,35.45,34.1,34.1,25.25925925925926,360.07474543961246,11185.58639142536,10825.511645985747,30.064623479130603,2721.961558698064,22183.993390865355,19462.03183216729,0.5,12.3,11.8,148.02942812980626,800.5845977599997,652.5551696301934,194.3,1.4,138.77571429525105
VRE120_wind_hvy,M1c_current,2.25,2.25,0.0,0.0,0.0,648.2368652992254,648.2368652992261,6.821210263296962e-13,1.0522712650950974e-15,3528.3874707634404,3528.387470763443,2.7284841053187847e-12,0.75,0.75,0.0,225.5296759530751,225.5296759530755,3.979039320256561e-13,188.1,1.5,125.41200002034505
VRE120_wind_hvy,M1c_VREOnly,2.25,19.25,17.0,17.0,7.555555555555555,648.2368652992254,7392.301746218633,6744.064880919407,10.403704636277288,3528.3874707634404,19194.761424025357,15666.373953261917,0.75,5.4,4.65,225.5296759530751,734.6490306999995,509.1193547469244,188.1,1.2,156.76500002543133
