case_folder,mode,hour,load_shed_mw
RAChronoOps_VRE120_base_s015_UC,UC,4987,456.83709799999997
RAChronoOps_VRE120_base_s015_UC,UC,4988,535.4132796653792
RAChronoOps_VRE120_base_s015_UC,UC,4990,258.8781955999998
RAChronoOps_VRE120_base_s015_UC,UC,5005,122.34828479999987
RAChronoOps_VRE120_base_s015_UC,UC,5006,393.78032959999996
RAChronoOps_VRE120_base_s015_UC,UC,5008,679.3810847999996
RAChronoOps_VRE120_base_s015_UC,UC,5010,766.3885608653784
RAChronoOps_VRE120_base_s015_UC,UC,5013,224.23603319999938
RAChronoOps_VRE120_base_s015_UC,UC,5029,15.549221199998556
RAChronoOps_VRE120_base_s015_UC,UC,5030,571.5657612
RAChronoOps_VRE120_base_s015_UC,UC,5032,454.72428719999743
RAChronoOps_VRE120_base_s015_UC,UC,5034,260.311089665381
RAChronoOps_VRE120_base_s016_ED,ED,5416,45.52982239999983
RAChronoOps_VRE120_base_s016_ED,ED,5417,17.899268399999528
RAChronoOps_VRE120_base_s016_ED,ED,5420,39.54911846537664
RAChronoOps_VRE120_base_s016_UC,UC,5414,39.54911846537513
RAChronoOps_VRE120_base_s016_UC,UC,5416,45.52982239999983
RAChronoOps_VRE120_base_s016_UC,UC,5417,17.89926839999862
RAChronoOps_VRE120_base_s018_ED,ED,4934,350.65135519999785
RAChronoOps_VRE120_base_s018_ED,ED,4938,1041.5207527999992
RAChronoOps_VRE120_base_s018_ED,ED,4939,102.99726759999976
RAChronoOps_VRE120_base_s018_ED,ED,4940,54.352758465379225
RAChronoOps_VRE120_base_s018_ED,ED,4941,113.68144159999883
RAChronoOps_VRE120_base_s018_ED,ED,5413,99.56357999999909
RAChronoOps_VRE120_base_s018_ED,ED,5415,938.3923464653769
RAChronoOps_VRE120_base_s018_ED,ED,5416,135.52982239999983
RAChronoOps_VRE120_base_s018_ED,ED,5417,107.89926839999953
RAChronoOps_VRE120_base_s018_ED,ED,5420,151.15677199999936
RAChronoOps_VRE120_base_s018_UC,UC,4934,350.65135519999876
RAChronoOps_VRE120_base_s018_UC,UC,4935,239.2360652653798
RAChronoOps_VRE120_base_s018_UC,UC,4937,798.1166931999996
RAChronoOps_VRE120_base_s018_UC,UC,4938,58.52075279999917
RAChronoOps_VRE120_base_s018_UC,UC,4939,102.99726759999976
RAChronoOps_VRE120_base_s018_UC,UC,4941,113.68144159999883
RAChronoOps_VRE120_base_s018_UC,UC,5413,99.56357999999818
RAChronoOps_VRE120_base_s018_UC,UC,5415,938.3923464653772
RAChronoOps_VRE120_base_s018_UC,UC,5416,135.52982239999983
RAChronoOps_VRE120_base_s018_UC,UC,5417,107.89926839999862
RAChronoOps_VRE120_base_s018_UC,UC,5420,151.15677199999936
