portfolio,scenario,hour,highs_load_shed_mw,gurobi_load_shed_mw,abs_diff_mw,thermal_avail_mw,vre_output_mw,load_mw,highs_storage_discharge_mw,highs_storage_charge_mw,highs_soc_mwh,gurobi_storage_discharge_mw,gurobi_storage_charge_mw,gurobi_soc_mwh,window_start,window_end,inside_window,dispute_type
VRE120_base,2,5008,24.2344884653794,0.0,24.2344884653794,7521.0,1577.6000000000001,9595.9810848,473.1465963346202,0.0,2277.670627953805,497.38108479999937,0.0,3099.7399566777435,4075,6258,true,HiGHS_only
VRE120_base,2,5011,779.8834419999985,0.0,779.8834419999985,7521.0,393.5,8694.383441999998,0.0,0.0,823.3411723439127,779.8834419999985,0.0,823.3411723439127,4075,6258,true,HiGHS_only
VRE120_base,3,5055,0.0,1.7416116000003967,1.7416116000003967,7091.0,1969.8999999999996,9062.6416116,1.7416116000003967,0.0,3930.164180181543,0.0,0.0,3932.0,4579,6258,true,Gurobi_only
VRE120_base,3,5056,0.0,503.5883324000006,503.5883324000006,7146.0,1338.4,8987.9883324,503.5883324000006,0.0,3399.335469024886,0.0,0.0,3932.0,4579,6258,true,Gurobi_only
VRE120_base,3,5057,0.0,20.152421265378393,20.152421265378393,7146.0,826.5999999999999,8833.162348799999,860.5623487999983,0.0,2492.2231054274653,840.4099275346199,0.0,3046.1301535911816,4579,6258,true,Gurobi_only
VRE120_base,3,5058,525.4823652653795,0.0,525.4823652653795,7091.0,209.70000000000005,8230.0393584,403.85699313462055,0.0,2066.5204563300035,929.3393583999996,0.0,2066.5204563300035,4579,6258,true,HiGHS_only
VRE120_base,3,5078,0.0,11.981915199999094,11.981915199999094,6891.0,1694.3000000000004,8597.2819152,11.981915199999094,0.0,3919.369952412337,0.0,0.0,3932.0,4579,6258,true,Gurobi_only
VRE120_base,3,5079,0.0,459.8852732000005,459.8852732000005,6891.0,1392.7,8743.5852732,459.8852732000005,0.0,3434.6083105187395,0.0,0.0,3932.0,4579,6258,true,Gurobi_only
VRE120_base,3,5080,0.0,20.287847665377456,20.287847665377456,6736.0,1609.2,8749.8293904,404.6293904000004,0.0,3008.0914832155827,384.3415427346229,0.0,3526.868441845217,4579,6258,true,Gurobi_only
VRE120_base,3,5081,722.1931183999977,0.0,722.1931183999977,6736.0,1153.2,8611.393118399998,0.0,0.0,3008.0914832155827,722.1931183999977,0.0,2765.610053630667,4579,6258,true,HiGHS_only
VRE120_base,4,4406,0.0,34.52800959999968,34.52800959999968,6591.0,1823.9000000000005,8449.4280096,34.52800959999968,0.0,3895.6042821972806,0.0,0.0,3932.0,4098,6259,true,Gurobi_only
VRE120_base,4,4407,0.0,374.06923486537846,374.06923486537846,6591.0,1637.2,8658.445244399998,430.2452443999982,0.0,3442.0859739440143,56.176009534619766,0.0,3872.785286670422,4098,6259,true,Gurobi_only
VRE120_base,4,4984,0.0,339.99091006537924,339.99091006537924,7644.0,917.7,9035.9972088,474.2972087999997,0.0,3432.0468441105145,134.3062987346204,0.0,3790.4287306305364,4098,6259,true,Gurobi_only
VRE120_base,4,5005,0.0,172.34828480000033,172.34828480000033,7289.0,1880.9,9342.2482848,172.34828480000033,0.0,3750.3289564028737,0.0,0.0,3932.0,4098,6259,true,Gurobi_only
VRE120_base,4,5006,0.0,443.7803296000002,443.7803296000002,7289.0,1884.8999999999999,9617.6803296,443.7803296000002,0.0,3282.5434156307933,0.0,0.0,3932.0,4098,6259,true,Gurobi_only
VRE120_base,4,5007,0.0,677.9397635999994,677.9397635999994,7489.0,1502.0000000000005,9668.9397636,677.9397635999994,0.0,2567.9321591734233,0.0,0.0,3932.0,4098,6259,true,Gurobi_only
VRE120_base,4,5008,0.0,22.82988206537817,22.82988206537817,7489.0,1577.6000000000001,9595.9810848,529.3810847999994,0.0,2009.91549978051,506.5512027346212,0.0,3398.0481492869612,4098,6259,true,Gurobi_only
VRE120_base,4,5011,811.8834419999985,0.0,811.8834419999985,7489.0,393.5,8694.383441999998,0.0,0.0,488.1241207536924,811.8834419999985,0.0,1020.4564798277418,4098,6259,true,HiGHS_only
VRE120_base,4,5012,505.0148180653796,0.0,505.0148180653796,7334.0,314.4,8616.4900188,463.0752007346201,0.0,0.0,968.0900187999996,0.0,0.0,4098,6259,true,HiGHS_only
