portfolio,case_label,method,paper_name,N,seed,delta_mw,eue_base_mwh,eue_storage_increment_mwh,eue_firm_increment_mwh,delta_eue_storage,delta_eue_firm,cc,cc_bootstrap_mean,cc_ci_lo,cc_ci_hi,denom_ci_lo,denom_ci_hi,denominator_status,n_bootstrap_valid,n_bootstrap_total,calibration_version,cyclic_soc_frac,code_commit
VRE120_wind_hvy,Wind-heavy,MP_pure_cur,Market-pattern storage MCS,20,42,5.0,7160.637802265563,7145.394372240688,7041.958223587969,15.243430024874215,118.67957867759378,0.12844189535155565,0.12837155781000473,0.11473940758539658,0.14170328488207784,102.97444075236137,135.0496162860888,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_pure_cur,Market-pattern storage MCS,50,42,5.0,7899.689218153088,7882.767481692723,7772.028814191229,16.921736460365537,127.66040396185963,0.13255274098475472,0.13240721194059601,0.1238686898531206,0.14160388947320526,115.32933560020129,141.48310575212602,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_pure_cur,Market-pattern storage MCS,100,42,5.0,7816.087050023755,7799.41030152787,7688.915457305327,16.676748495885477,127.17159271842775,0.13113579958701688,0.13108751484406184,0.12485952872523078,0.13751476224979384,118.75044600199683,136.05319272803067,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_pure_cur,Market-pattern storage MCS,200,42,5.0,8263.208289199714,8245.572085827824,8132.191255276533,17.636203371890588,131.01703392318086,0.1346100033239282,0.13450650699553512,0.13030409891405195,0.13863734709053793,124.38170640423864,137.9456708916431,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_pure_cur,Market-pattern storage MCS,500,42,5.0,8393.830760231045,8375.850033026965,8261.40826524169,17.980727204079813,132.42249498935598,0.13578302693605862,0.1357878450646335,0.13321481369842955,0.13830849972321405,128.10517099564282,136.935534206416,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_pure_cur,Market-pattern storage MCS,1000,42,5.0,8265.787144775255,8248.11616550563,8135.070731652916,17.670979269625605,130.71641312233896,0.13518561936890922,0.1351825772226724,0.13334320439566527,0.13704387335082768,127.46886862612193,133.91239377040745,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_pure_cur,Market-pattern storage MCS,20,42,10.0,7160.637802265563,7130.3133686703195,6926.089674764384,30.324433595243136,234.5481275011789,0.12928874733860632,0.12923508899567387,0.11508420947207529,0.1427322180152045,203.56770468691377,267.04355360006156,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_pure_cur,Market-pattern storage MCS,50,42,10.0,7899.689218153088,7865.940685459549,7646.7177405197945,33.748532693539346,252.97147763329394,0.13340844987457848,0.13324830928181666,0.12447031684550101,0.14242925841997484,228.40876063327397,280.307671903861,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_pure_cur,Market-pattern storage MCS,100,42,10.0,7816.087050023755,7782.8402379185845,7564.03984103188,33.24681210517065,252.04720899187487,0.1319070829554094,0.13185492562794285,0.12548257592618262,0.1382717144107488,235.11982628393687,269.79182191770417,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_pure_cur,Market-pattern storage MCS,200,42,10.0,8263.208289199714,8228.086061262602,8003.685925191289,35.12222793711226,259.52236400842503,0.1353341091481891,0.13522511638688048,0.13105724127095633,0.1393835975649423,246.35370654913564,273.41051338796393,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_pure_cur,Market-pattern storage MCS,500,42,10.0,8393.830760231045,8358.021983442577,8131.5268039611055,35.808776788468094,262.3039562699396,0.13651634271050386,0.13652311584086682,0.13395860250822242,0.13900840087895047,253.60594001655815,271.4505111912636,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_pure_cur,Market-pattern storage MCS,1000,42,10.0,8265.787144775255,8230.594270600417,8006.853489096954,35.192874174837925,258.93365567830097,0.13591463837579126,0.13591214347791356,0.13411516917842484,0.13778868745224662,252.4088435127212,265.32684999240723,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,20,42,1.0,836.2103746975044,833.6540076993351,831.0303746975045,2.556366998169324,5.17999999999995,0.49350714250373523,0.4976390351305946,0.4412132083761486,0.5760078591258169,2.0450000000000728,8.885500000000219,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,50,42,1.0,1259.5460898414374,1256.4335093567286,1252.59004043213,3.1125804847088148,6.9560494093072975,0.4474638263126964,0.4483904378915871,0.4144269105831216,0.48674169024795627,4.335901235232931,9.858049999999942,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,100,42,1.0,1224.2123925306,1221.3377011585626,1217.6513678259464,2.8746913720374323,6.561024704653619,0.43814670747977286,0.438701345817885,0.4106652904175428,0.46845705481762634,4.629824999999997,8.556074087037395,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,200,42,1.0,1566.6314552395866,1563.3870821171786,1559.046890766408,3.2443731224079784,7.584564473178489,0.42775997671074556,0.42855579793033244,0.4000259233734206,0.4614296341319504,6.139462172359157,9.115468747462462,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,500,42,1.0,1614.208671598587,1610.7027541807481,1606.772631875417,3.505917417838873,7.436039723170097,0.4714764240587256,0.47512336608338795,0.41914417650409685,0.5737642205461507,5.893196712177973,8.833618355400302,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,1000,42,1.0,1580.143272480378,1576.7412106792556,1573.6582455642363,3.4020618011224997,6.4850269161418055,0.5246025722197801,0.5340629008229341,0.4357865405990465,0.7199057418033716,4.639610388472363,7.997923136076355,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,20,42,5.0,836.2103746975044,823.4285397066575,810.3103746975045,12.78183499084696,25.899999999999977,0.49350714250374406,0.49763903513060337,0.44121320837618094,0.5760078591258138,10.225000000000078,44.427500000000194,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,50,42,5.0,1259.5460898414374,1244.266611327805,1225.418561421469,15.279478513632284,34.127528419968485,0.4477171134576523,0.44884642271595154,0.41439858863436035,0.4861540019856959,21.42617449000192,48.639374337547686,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,100,42,5.0,1224.2123925306,1209.9806476253682,1192.715879084854,14.231744905231835,31.49651344574613,0.45185143840592146,0.452871573436412,0.41772832896956763,0.4949655616471096,22.08665898117512,41.2873379751078,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,200,42,5.0,1566.6314552395866,1550.5086052690237,1530.5031312968872,16.12284997056281,36.12832394269935,0.44626620366154135,0.4492402386892306,0.4071881896861056,0.5153934238641551,28.07932216642044,44.34786343984407,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,500,42,5.0,1614.208671598587,1596.8171810077342,1575.7276996665526,17.391490590852754,38.480971932034436,0.45195039827917594,0.4525598089553355,0.42199181052760515,0.49676194955197833,33.209060511694744,43.90601869660357,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,1000,42,5.0,1580.143272480378,1563.3163393379755,1544.0247496462136,16.826933142402595,36.11852283416442,0.46588098908868,0.46659077827270345,0.4372155094009941,0.504649921504203,31.98253263562167,40.01395137278678,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,20,42,10.0,836.2103746975044,810.8812112958107,784.6448812775045,25.32916340169379,51.56549341999994,0.4912037434682967,0.495560142781425,0.44006814668851674,0.5748893817416425,20.450000000000045,88.12966775799988,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,50,42,10.0,1259.5460898414374,1229.24557775148,1198.7957121628508,30.300512089957465,60.750377678586574,0.498770760739449,0.5063567074863013,0.4294991243683412,0.668920230191036,34.45647858312147,91.25736586131569,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,100,42,10.0,1224.2123925306,1195.87812518879,1167.9078310342134,28.33426734181012,56.30456149638667,0.5032321820609235,0.5093188950287558,0.43317411616879586,0.6499084404314888,35.96956102328503,76.89381808153941,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,200,42,10.0,1566.6314552395866,1534.553154794069,1499.0063641442912,32.07830044551747,67.62509109529537,0.47435500530880814,0.47739661773463815,0.4229217590970056,0.558727392352784,51.41457396967059,83.64631534067625,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,500,42,10.0,1614.208671598587,1579.6331535414956,1541.215829896502,34.57551805709136,72.99284170208489,0.47368368254806253,0.4736566333870101,0.4406775575053252,0.5150474657412312,62.7824377160333,83.64979131429321,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,MP_emergency_cur,Market-pattern + emergency storage MCS,1000,42,10.0,1580.143272480378,1546.768497241988,1509.631640081795,33.37477523839016,70.51163239858306,0.4733229696021167,0.4738878413549184,0.44845740476363666,0.5034569658579778,63.652244788135754,78.23969327342984,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,20,42,1.0,648.2368652992261,645.7600253839048,644.136865299226,2.4768399153213068,4.100000000000136,0.6041072964198109,0.6045401054039937,0.5485510814379159,0.654503254473022,1.7487500000000589,6.8012500000008504,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,50,42,1.0,969.6241619977638,966.7278487632223,964.4881125884561,2.8963132345415943,5.136049409307702,0.5639184913783751,0.5647322141673917,0.5296197050481148,0.6008260458945832,3.1117963481499458,7.600302470465295,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,100,42,1.0,925.1931900272261,922.6963501119046,920.6951653225722,2.496839915321516,4.498024704653972,0.5550969768436599,0.5555798961039934,0.5306660632178216,0.5837288030786215,3.0477747046539263,6.0741728787287,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,200,42,1.0,1173.391707296456,1170.5559017937585,1168.1610388838021,2.83580550269744,5.230668412653813,0.5421497367023264,0.542972842617669,0.5226196406451948,0.5638946353295481,4.085949542870367,6.440956445309723,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,500,42,1.0,1208.349102113017,1205.2213606477587,1202.5725282964938,3.1277414652581683,5.776573816523069,0.5414526957678111,0.5414422384255632,0.5306916251054654,0.5533033631391451,5.0498085601959755,6.5281760166387075,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,1000,42,1.0,1182.8402075964002,1179.7887273609285,1177.168867576343,3.051480235471672,5.671340020057187,0.5380527749491032,0.5382195599815214,0.5311715898052405,0.5455445230929508,5.181932265531083,6.1877962459868625,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,20,42,5.0,648.2368652992261,635.8526657226199,627.736865299226,12.384199576606193,20.500000000000114,0.604107296419811,0.6045401054040074,0.5485510814379334,0.6545032544730331,8.743750000000116,34.00625000000069,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,50,42,5.0,969.6241619977638,955.4260197349691,944.3413549004562,14.198142262794704,25.282807097307682,0.5615730171159135,0.562393391499676,0.5278446214393737,0.5985199996804227,15.186658923232747,37.5514498792576,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,100,42,5.0,925.1931900272261,912.850702405576,902.9017864785721,12.342487621650093,22.29140354865399,0.5536882231175329,0.5541611206233273,0.5301973743242842,0.5820110433188882,15.046774704653814,30.142537402137556,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,200,42,5.0,1173.391707296456,1159.400277763925,1147.5391623334754,13.991429532530901,25.852544962980573,0.54120124546987,0.5420077508465824,0.5225786946318361,0.5624849592676067,20.13593186899745,31.93666892823347,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,500,42,5.0,1208.349102113017,1192.8943667644658,1179.8337307867787,15.45473534855114,28.51537132623821,0.5419791021388727,0.5419513866237267,0.5311139354347655,0.5539016650620346,24.91625914826227,32.270940199211665,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,1000,42,5.0,1182.8402075964002,1167.7865259132343,1154.9431990464316,15.053681683165905,27.897008549968632,0.5396163411643946,0.5397584972419004,0.5322535569752834,0.5474745462680943,25.4832856743953,30.501021011949508,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,20,42,10.0,648.2368652992261,623.7029727260137,607.4713718792261,24.53389257321237,40.765493419999984,0.60182989373988,0.6025363060592647,0.5481190907539938,0.6513436580934062,17.48750000000006,67.56706167349996,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,50,42,10.0,969.6241619977638,941.4863224094823,919.4037504284564,28.13783958828151,50.22041156930743,0.5602869173911381,0.5611430415965929,0.5273530342421888,0.5967552525112403,30.11210142854031,74.75959594910752,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,100,42,10.0,925.1931900272261,900.63743725258,880.8896004819186,24.55575277464618,44.303589545307545,0.5542610209841795,0.5547109929335454,0.5300820959318522,0.5835610272398518,29.89699095413744,59.94497585114913,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,200,42,10.0,1173.391707296456,1145.6340814453315,1122.273031076168,27.75762585112443,51.11867622028785,0.5430036124469916,0.5438504429235056,0.5241052834255523,0.5653436867760254,39.65676613820892,63.24882247244319,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,500,42,10.0,1208.349102113017,1177.7219147708233,1152.1567762901695,30.627187342193565,56.19232582284735,0.5450421724622901,0.5449652180845962,0.5335273582760953,0.5576223255979914,48.997320910259106,63.60503310285526,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M1c,Emergency-only storage MCS,1000,42,10.0,1182.8402075964002,1153.0144976416032,1127.878135442389,29.82570995479705,54.96207215401114,0.542659852256323,0.5428097524285317,0.5351900266196836,0.5508595141179796,50.17985972994715,60.12728554505321,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,20,42,1.0,648.2368652992254,645.7600253839041,644.1368652992254,2.4768399153213068,4.100000000000023,0.6041072964198275,0.6045401054040282,0.5485510814379673,0.6545032544730409,1.7487499999998912,6.801250000000285,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,50,42,1.0,969.6241619977632,966.7278487632216,964.4881125884556,2.8963132345415943,5.136049409307589,0.5639184913783877,0.5647322141674089,0.5296197050481452,0.6008260458945419,3.1117963481496655,7.600302470465506,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,100,42,1.0,925.1931900272253,922.6963501119042,920.6951653225717,2.496839915321175,4.498024704653631,0.5550969768436261,0.5555798961040042,0.5306660632178223,0.583728803078605,3.047774704653699,6.074172878728473,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,200,42,1.0,1173.3917072964557,1170.555901793758,1168.161038883802,2.835805502697667,5.230668412653813,0.5421497367023698,0.5429728426176826,0.5226196406451556,0.5638946353295513,4.085949542870367,6.440956445309723,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,500,42,1.0,1208.3491021130167,1205.2213606477585,1202.5725282964934,3.1277414652581683,5.776573816523296,0.5414526957677898,0.5414422384255644,0.530691625105448,0.5533033631391656,5.049808560195754,6.528176016638493,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,1000,42,1.0,1182.8402075963998,1179.788727360928,1177.1688675763423,3.051480235471672,5.671340020057414,0.5380527749490817,0.5382195599815346,0.531171589805365,0.5455445230930978,5.181932265530861,6.18779624598709,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,20,42,5.0,648.2368652992254,635.8526657226191,627.7368652992253,12.384199576606306,20.500000000000114,0.6041072964198165,0.6045401054040064,0.5485510814379333,0.654503254473027,8.743749999999972,34.00625000000024,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,50,42,5.0,969.6241619977632,955.4260197349687,944.3413549004556,14.198142262794477,25.28280709730757,0.5615730171159069,0.5623933914996708,0.5278446214393621,0.59851999968042,15.186658923232745,37.55144987925694,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,100,42,5.0,925.1931900272253,912.8507024055756,902.9017864785716,12.342487621649752,22.29140354865376,0.5536882231175232,0.5541611206233227,0.530197374324265,0.5820110433188866,15.0467747046537,30.142537402137553,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,200,42,5.0,1173.3917072964557,1159.4002777639248,1147.539162333475,13.991429532530901,25.8525449629808,0.5412012454698653,0.542007750846579,0.5225786946318358,0.5624849592675867,20.13593186899733,31.936668928233033,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,500,42,5.0,1208.3491021130167,1192.8943667644653,1179.833730786778,15.454735348551367,28.515371326238665,0.541979102138872,0.5419513866237256,0.5311139354347548,0.5539016650620364,24.916259148262274,32.27094019921146,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,1000,42,5.0,1182.8402075963998,1167.7865259132338,1154.9431990464311,15.053681683165905,27.897008549968632,0.5396163411643946,0.5397584972419006,0.5322535569752979,0.547474546268095,25.4832856743953,30.501021011949497,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,20,42,10.0,648.2368652992254,623.7029727260131,607.4713718792252,24.53389257321237,40.76549342000021,0.6018298937398767,0.6025363060592649,0.5481190907539927,0.6513436580934069,17.4875,67.56706167350019,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,50,42,10.0,969.6241619977632,941.4863224094817,919.4037504284555,28.13783958828151,50.22041156930766,0.5602869173911356,0.5611430415965908,0.5273530342421926,0.5967552525112425,30.112101428540083,74.75959594910749,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,100,42,10.0,925.1931900272253,900.6374372525795,880.889600481918,24.55575277464584,44.30358954530732,0.5542610209841746,0.5547109929335455,0.5300820959318636,0.5835610272398497,29.89699095413733,59.94497585114913,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,200,42,10.0,1173.3917072964557,1145.6340814453313,1122.2730310761672,27.75762585112443,51.118676220288535,0.5430036124469844,0.5438504429235054,0.5241052834255508,0.5653436867760221,39.656766138208695,63.24882247244295,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,500,42,10.0,1208.3491021130167,1177.7219147708224,1152.156776290169,30.627187342194247,56.19232582284758,0.5450421724623,0.5449652180845975,0.5335273582760994,0.5576223255979896,48.997320910259,63.60503310285504,identified,2000,2000,N/A,NaN,c88914a
VRE120_wind_hvy,Wind-heavy,M2,Event-window storage MCS,1000,42,10.0,1182.8402075963998,1153.0144976416025,1127.8781354423886,29.825709954797276,54.96207215401114,0.5426598522563271,0.5428097524285335,0.5351900266196835,0.5508595141179796,50.17985972994737,60.12728554505299,identified,2000,2000,N/A,NaN,c88914a
