portfolio,case_label,method,paper_name,N,seed,delta_mw,eue_base_mwh,eue_storage_increment_mwh,eue_firm_increment_mwh,delta_eue_storage,delta_eue_firm,cc,cc_bootstrap_mean,cc_ci_lo,cc_ci_hi,denom_ci_lo,denom_ci_hi,denominator_status,n_bootstrap_valid,n_bootstrap_total,calibration_version,cyclic_soc_frac,code_commit
VRE120_base,Balanced VRE,MP_emergency_cur,Market-pattern + emergency storage MCS,50,42,10.0,4052.544227846744,3976.071404565262,3863.3844084910256,76.47282328148185,189.15981935571835,0.404276254555273,0.40585172519499507,0.36436929912406796,0.4722920539856344,134.22965181187658,251.13019485521514,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_base,Balanced VRE,MP_emergency_cur,Market-pattern + emergency storage MCS,100,42,10.0,3820.842271196273,3745.9868973572648,3634.696017229631,74.85537383900828,186.14625396664223,0.40213204533475333,0.40254471524289454,0.3733339275302776,0.4416069171965682,149.35168217513746,223.11358432501325,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_base,Balanced VRE,MP_emergency_cur,Market-pattern + emergency storage MCS,200,42,10.0,4413.664480943614,4333.819562871825,4211.316825064609,79.84491807178892,202.3476558790053,0.3945927504074105,0.3953656776985881,0.3755805120911132,0.41849254736182656,175.86009761511087,228.72544634692863,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_base,Balanced VRE,MP_emergency_cur,Market-pattern + emergency storage MCS,500,42,10.0,4485.627459137785,4403.021705304079,4278.683679906726,82.60575383370633,206.94377923105912,0.3991700264711724,0.39930846048499175,0.3860680957302842,0.4143411131632703,190.50885923445253,224.61949234757532,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_base,Balanced VRE,MP_emergency_cur,Market-pattern + emergency storage MCS,1000,42,10.0,4427.316522786252,4346.6726758879695,4225.337392071132,80.64384689828239,201.97913071511994,0.3992682145564135,0.399515122951127,0.38991704994319654,0.4113030559831846,190.15893202213877,213.94778563713677,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_base,Balanced VRE,M1c,Emergency-only storage MCS,20,42,1.0,2479.1695846344096,2472.528801548056,2465.8195846344097,6.640783086353622,13.349999999999909,0.4974369353073908,0.4980383589634025,0.48215342017482005,0.5183107700986611,7.600000000000131,19.802500000000176,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_base,Balanced VRE,M1c,Emergency-only storage MCS,50,42,1.0,2888.524358517524,2881.2384707884958,2873.896734284216,7.285887729028218,14.62762423330787,0.4980909827063966,0.49834804533162563,0.48904906866823966,0.5089615062119892,10.726933627474864,19.239999999999803,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_base,Balanced VRE,M1c,Emergency-only storage MCS,100,42,1.0,2703.1350159549856,2696.209141340446,2689.253796301678,6.92587461453968,13.881219653307653,0.498938478571612,0.49902681254210984,0.4905165533866422,0.5082828588314118,11.080784464891348,16.764885302307526,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_base,Balanced VRE,M1c,Emergency-only storage MCS,200,42,1.0,3179.664800492754,3172.0356040059837,3164.3409338901,7.62919648677007,15.323866602653652,0.4978636713953718,0.498018783768468,0.4900268354648447,0.5061683842586839,13.381926776385,17.352031868168,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_base,Balanced VRE,M1c,Emergency-only storage MCS,500,42,1.0,3237.0355269391307,3229.3225065190813,3221.5826637774157,7.713020420049361,15.452863161714959,0.4991321245346076,0.4991181084754272,0.49454489327047874,0.5037853007301532,14.193188926211656,16.796789937410914,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_base,Balanced VRE,M1c,Emergency-only storage MCS,1000,42,1.0,3205.950730383511,3198.3787472321937,3190.765911782,7.571983151317454,15.184818601511324,0.4986548308561174,0.49870897226933675,0.4952839271390604,0.5021035656170545,14.28774565479116,16.112019383061376,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_base,Balanced VRE,M1c,Emergency-only storage MCS,20,42,5.0,2479.1695846344096,2445.9656692026415,2412.58250405441,33.20391543176811,66.58708057999957,0.49865402030767825,0.49936320982849963,0.4823808784494974,0.5216215973902637,37.995927014500005,98.8476846090005,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_base,Balanced VRE,M1c,Emergency-only storage MCS,50,42,5.0,2888.524358517524,2852.453584644209,2816.3986321309094,36.07077387331492,72.12572638661459,0.5001096790341524,0.5003839582658426,0.49064321838478,0.5113158216634706,52.689624602749646,94.5664839172479,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_base,Balanced VRE,M1c,Emergency-only storage MCS,100,42,5.0,2703.1350159549856,2668.8832661697725,2634.5936693203707,34.25174978521318,68.54134663461491,0.49972391070465605,0.4998143247912369,0.4908783072686784,0.5089654096653488,54.934710555919935,82.75966969058275,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
VRE120_base,Balanced VRE,M1c,Emergency-only storage MCS,200,42,5.0,3179.664800492754,3141.803776237602,3103.8456414544657,37.86102425515173,75.81915903828803,0.4993595911032492,0.4995231198577412,0.4913303833079967,0.5078421487740201,66.2404003803835,85.81296976484958,identified,2000,2000,pattern_energy_balanced,0.231,c88914a
