scenario,hour,ls_uc_mw,ls_ed_mw,delta_ls_mw,dc_uc_mw,dc_ed_mw,soc_uc_mwh,soc_ed_mwh
6,5243,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5244,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5245,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5246,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5247,0.0,0.0,0.0,2.4053,0.0,3929.5,3932.0
6,5248,0.0,0.0,0.0,325.5763,215.5763,3586.3,3704.8
6,5249,0.0,0.0,0.0,608.4962,651.3591,2944.9,3018.2
6,5250,0.0,0.0,0.0,837.8787,890.1203,2061.7,2079.9
6,5251,0.0,0.0,0.0,786.6675,841.6675,1232.4,1192.7
6,5252,0.0,0.0,0.0,724.2952,722.84,469.0,430.8
6,5253,0.0,0.0,0.0,353.6594,408.6594,96.2,0.0
6,5254,0.0,0.0,0.0,91.244,0.0,0.0,0.0
6,5255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5256,0.0,0.0,0.0,0.0,0.0,563.1,93.5
6,5257,0.0,0.0,0.0,0.0,0.0,1133.8,762.7
6,5258,0.0,0.0,0.0,0.0,0.0,1585.4,762.7
6,5259,0.0,0.0,0.0,0.0,0.0,1712.2,762.7
6,5260,0.0,0.0,0.0,0.0,0.0,1897.0,762.7
6,5261,0.0,0.0,0.0,0.0,0.0,2106.1,762.7
6,5262,0.0,0.0,0.0,0.0,0.0,2487.9,762.7
6,5263,0.0,0.0,0.0,0.0,0.0,2711.6,762.7
6,5264,0.0,0.0,0.0,0.0,0.0,2886.1,762.7
6,5265,0.0,0.0,0.0,0.0,0.0,2886.1,804.8
6,5266,0.0,0.0,0.0,0.0,0.0,2897.6,804.8
6,5267,0.0,0.0,0.0,0.0,0.0,2897.6,804.8
6,5268,0.0,0.0,0.0,0.0,0.0,2897.6,804.8
6,5269,0.0,0.0,0.0,0.0,0.0,2897.6,804.8
6,5270,0.0,0.0,0.0,0.0,0.0,2897.6,804.8
6,5271,0.0,0.0,0.0,0.0,0.0,2897.6,804.8
6,5272,0.0,0.0,0.0,252.939,0.0,2631.0,804.8
6,5273,0.0,0.0,0.0,569.9449,214.9449,2030.2,578.2
6,5274,0.0,0.0,0.0,452.3988,97.3988,1553.3,475.6
6,5275,0.0,0.0,0.0,488.9861,133.9861,1037.9,334.3
6,5276,0.0,0.0,0.0,672.1835,317.1835,329.4,0.0
6,5277,0.0,0.0,0.0,312.458,0.0,0.0,0.0
6,5278,0.0,0.0,0.0,0.0,0.0,163.8,220.8
6,5279,0.0,0.0,0.0,0.0,0.0,870.9,1043.5
6,5280,0.0,0.0,0.0,0.0,0.0,1552.0,1840.4
6,5281,0.0,0.0,0.0,0.0,0.0,2167.9,2399.3
6,5282,0.0,0.0,0.0,0.0,0.0,2447.9,2458.2
6,5283,0.0,0.0,0.0,0.0,0.0,2500.7,2626.7
6,5284,0.0,0.0,0.0,0.0,0.0,2529.5,2626.7
6,5285,0.0,0.0,0.0,0.0,0.0,2603.3,2626.7
6,5286,0.0,0.0,0.0,0.0,0.0,2923.5,3062.6
6,5287,0.0,0.0,0.0,0.0,0.0,3457.1,3712.0
6,5288,0.0,0.0,0.0,0.0,0.0,3898.2,3932.0
6,5289,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5290,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5291,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5292,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5293,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5294,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5295,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5296,0.0,0.0,0.0,126.2041,126.2041,3799.0,3799.0
6,5297,0.0,0.0,0.0,433.8707,433.8707,3341.6,3341.6
6,5298,0.0,0.0,0.0,947.0586,876.8654,2343.3,2417.3
6,5299,0.0,0.0,0.0,950.0,983.0,1342.0,1381.2
6,5300,0.0,0.0,0.0,726.2065,726.2065,576.5,615.7
6,5301,0.0,0.0,0.0,458.6304,584.0761,93.0,0.0
6,5302,0.0,0.0,0.0,88.2525,0.0,0.0,0.0
6,5303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5309,0.0,0.0,0.0,0.0,0.0,109.3,78.8
6,5310,0.0,0.0,0.0,0.0,0.0,766.7,940.2
6,5311,0.0,0.0,0.0,0.0,0.0,1639.9,1680.6
6,5312,0.0,0.0,0.0,0.0,0.0,2543.8,2591.3
6,5313,0.0,0.0,0.0,0.0,0.0,3140.8,3230.9
6,5314,0.0,0.0,0.0,0.0,0.0,3785.4,3742.7
6,5315,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5316,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5317,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5318,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5319,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5320,0.0,0.0,0.0,15.1859,15.1859,3916.0,3916.0
6,5321,0.0,0.0,0.0,445.4057,445.4057,3446.5,3446.5
6,5322,0.0,0.0,0.0,873.6425,873.6425,2525.6,2525.6
6,5323,0.0,0.0,0.0,886.2912,845.5161,1591.4,1634.3
6,5324,0.0,0.0,0.0,876.4045,898.4045,667.5,687.3
6,5325,0.0,0.0,0.0,533.7908,651.5659,104.9,0.5
6,5326,0.0,0.0,0.0,99.5021,0.5021,0.0,0.0
6,5327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5329,0.0,0.0,0.0,0.0,0.0,181.1,356.6
6,5330,0.0,0.0,0.0,0.0,0.0,701.0,876.5
6,5331,0.0,0.0,0.0,0.0,0.0,1134.4,1485.4
6,5332,0.0,0.0,0.0,0.0,0.0,1581.6,2108.1
6,5333,0.0,0.0,0.0,0.0,0.0,2166.4,2531.7
6,5334,0.0,0.0,0.0,0.0,0.0,2878.3,3419.1
6,5335,0.0,0.0,0.0,0.0,0.0,3376.9,3827.9
6,5336,0.0,0.0,0.0,0.0,0.0,3664.1,3932.0
6,5337,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5338,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5339,0.0,0.0,0.0,80.52,43.632,3847.1,3886.0
6,5340,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5341,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5342,0.0,0.0,0.0,18.3083,0.0,3912.7,3932.0
6,5343,0.0,0.0,0.0,336.8054,270.8054,3557.7,3646.5
6,5344,0.0,0.0,0.0,0.0,0.0,3557.7,3646.5
6,5345,0.0,0.0,0.0,427.2287,510.4173,3107.3,3108.5
6,5346,0.0,0.0,0.0,983.0,983.0,2071.2,2072.3
6,5347,0.0,0.0,0.0,983.0,983.0,1035.0,1036.2
6,5348,0.0,0.0,0.0,981.8802,983.0,0.0,0.0
6,5349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5350,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5351,0.0,0.0,0.0,0.0,0.0,283.1,0.0
6,5352,0.0,0.0,0.0,78.0432,0.0,200.8,0.0
6,5353,0.0,0.0,0.0,0.0,0.0,200.8,0.0
6,5354,0.0,0.0,0.0,190.5088,0.0,0.0,0.0
6,5355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5356,0.0,0.0,0.0,0.0,0.0,932.6,932.6
6,5357,0.0,0.0,0.0,0.0,0.0,1636.7,1865.1
6,5358,0.0,0.0,0.0,0.0,0.0,2344.8,2693.7
6,5359,0.0,0.0,0.0,0.0,0.0,3245.3,3382.6
6,5360,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5361,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5362,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5363,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5364,0.0,0.0,0.0,5.4836,0.0,3926.2,3932.0
6,5365,0.0,0.0,0.0,4.5457,0.0,3921.4,3932.0
6,5366,0.0,0.0,0.0,163.5878,163.5878,3749.0,3759.6
6,5367,0.0,0.0,0.0,706.816,706.816,3003.9,3014.5
6,5368,0.0,0.0,0.0,882.5547,809.1488,2073.6,2161.6
6,5369,0.0,0.0,0.0,825.3361,983.0,1203.7,1125.4
6,5370,0.0,0.0,0.0,977.9917,983.0,172.8,89.3
6,5371,0.0,0.0,0.0,83.6081,84.67,84.6,0.0
6,5372,0.0,0.0,0.0,0.0,0.0,84.6,0.0
6,5373,0.0,0.0,0.0,80.2988,0.0,0.0,0.0
6,5374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5375,0.0,0.0,0.0,0.0,0.0,101.4,112.7
6,5376,0.0,0.0,0.0,0.0,0.0,803.5,811.9
6,5377,0.0,0.0,0.0,0.0,0.0,1246.5,1252.1
6,5378,0.0,0.0,0.0,0.0,0.0,1887.0,1889.8
6,5379,0.0,0.0,0.0,0.0,0.0,2590.2,2590.1
6,5380,0.0,0.0,0.0,0.0,0.0,2944.2,3029.5
6,5381,0.0,0.0,0.0,0.0,0.0,3342.3,3424.7
6,5382,0.0,0.0,0.0,0.0,0.0,3812.5,3892.1
6,5383,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5384,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5385,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5386,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5387,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5388,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5389,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5390,0.0,0.0,0.0,426.5305,426.5305,3482.4,3482.4
6,5391,84.7216,437.8724,-353.1508,983.0,629.8492,2446.2,2818.5
6,5392,99.9884,99.9884,0.0,983.0,983.0,1410.1,1782.3
6,5393,172.7643,172.7643,0.0,983.0,983.0,373.9,746.1
6,5394,353.1508,0.0,353.1508,75.3556,428.5064,294.4,294.4
6,5395,0.0,0.0,0.0,279.3366,279.3366,0.0,0.0
6,5396,198.3051,198.3051,0.0,0.0,0.0,0.0,0.0
6,5397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5401,0.0,0.0,0.0,0.0,0.0,0.0,107.9
6,5402,0.0,0.0,0.0,0.0,0.0,0.0,261.0
6,5403,0.0,0.0,0.0,0.0,0.0,932.6,1193.5
6,5404,0.0,0.0,0.0,0.0,0.0,1865.1,2126.1
6,5405,0.0,0.0,0.0,0.0,0.0,2359.3,2804.2
6,5406,0.0,0.0,0.0,0.0,0.0,2949.8,3408.9
6,5407,0.0,0.0,0.0,0.0,0.0,3613.8,3750.3
6,5408,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5409,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5410,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5411,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5412,0.0,0.0,0.0,0.0,0.0,3932.0,3932.0
6,5413,0.0,0.0,0.0,274.1636,274.1636,3643.0,3643.0
6,5414,0.0,0.0,0.0,868.0305,868.0305,2728.0,2728.0
6,5415,339.3099,339.3099,0.0,983.0,983.0,1691.8,1691.8
6,5416,8.5298,265.0005,-256.4707,983.0,726.5293,655.7,926.0
6,5417,256.4707,0.0,256.4707,622.0286,878.4993,0.0,0.0
6,5418,0.0,0.0,0.0,0.0,0.0,169.8,93.9
6,5419,0.0,0.0,0.0,155.0907,89.0907,6.3,0.0
6,5420,0.0,0.0,0.0,0.0,0.0,6.3,0.0
6,5421,0.0,0.0,0.0,5.9537,0.0,0.0,0.0
