season,hour,norm_charge_mean,norm_discharge_mean,norm_charge_p50,norm_discharge_p50,sample_count
spring,8,0.15364595600358,0.020785246596636674,0.14301191765980498,0.0,92
spring,9,0.2629264999136402,0.006842055678552923,0.24088118454315638,0.0,92
spring,10,0.42025845148931495,0.0,0.41133983387504514,0.0,92
spring,11,0.5217783849137186,0.0,0.5326832791621524,0.0,92
spring,12,0.5068656083659147,0.0,0.5077645359335501,0.0,92
spring,13,0.45835492329674815,0.0,0.45088479595521846,0.0,92
spring,14,0.3171133826369589,0.0021903999246314005,0.30281690140845074,0.0,92
spring,15,0.16185406754910736,0.00676354672068083,0.14120621162874686,0.0,92
spring,16,0.06400442790522398,0.011862703534473284,0.03503069700252799,0.0,92
spring,17,0.02444768948136982,0.08915477255954905,0.0,0.0027085590465872156,92
spring,18,0.0,0.391571278282852,0.0,0.39183820873961717,92
spring,19,0.0,0.6986512161037574,0.0,0.6767786204405922,92
spring,20,0.0,0.6438558889569298,0.0,0.6538461538461537,92
spring,21,0.0,0.4876191373435709,0.0,0.48970747562296857,92
spring,22,0.0037566536341796597,0.17910641104149988,0.0,0.1710003611412062,92
spring,23,0.02531560169696681,0.025113203878100954,0.013001083423618635,0.0,91
summer,0,0.06819680625559375,0.019434892521236674,0.04730949801372337,0.0,92
summer,1,0.12081350982147061,0.004204154694050591,0.10400866738894908,0.0,92
summer,2,0.1606293278063027,0.0007733132350401181,0.13723365836041893,0.0,92
summer,3,0.1790632311146702,0.0004710537472325592,0.1533044420368364,0.0,92
summer,4,0.1112668205442241,0.004310141787177917,0.07276995305164319,0.0,92
summer,5,0.030634195361690767,0.04449102642611522,0.0,0.0036114120621162874,92
summer,6,0.03666368332626753,0.05429679526433966,0.0,0.0007222824124232575,92
summer,7,0.2923438064283134,0.0024455540377157038,0.26291079812206575,0.0,92
summer,8,0.5703361753576083,0.0,0.5762007945106536,0.0,92
summer,9,0.6144189552027887,0.0,0.6267605633802817,0.0,92
summer,10,0.5998516180696217,0.0,0.5976886962802456,0.0,92
summer,11,0.46636676244759534,0.0,0.47165041531238716,0.0,92
summer,12,0.29976682839511987,0.0005103082261686059,0.2925243770314193,0.0,92
summer,13,0.15883539811892539,0.010692920062179095,0.11610689779703864,0.0,92
summer,14,0.07271892222902633,0.028961954559015183,0.0288912964969303,0.0,92
summer,15,0.031458539419347745,0.058901345643537925,0.0,0.02311303719754424,92
summer,16,0.02694819978959599,0.07055600043965016,0.0,0.03304442036836403,92
summer,17,0.006488765368128504,0.17441157536074864,0.0,0.13289996388587938,92
summer,18,0.0,0.603364893934398,0.0,0.6081617912603828,92
summer,19,0.0,0.964404038500793,0.0,0.9720115565185987,92
summer,20,0.0,0.8404030649897153,0.0,0.8557240881184542,92
summer,21,0.0,0.576923076923077,0.0,0.5942578548212352,92
summer,22,0.0014720429601017477,0.202121312041704,0.0,0.2044059227157819,92
summer,23,0.03994143231742742,0.02328968235275645,0.010473094980137234,0.0,92
winter,0,0.05887805465270254,0.03145539906103286,0.03954496208017335,0.0,90
winter,1,0.08832310099915733,0.02333373460134023,0.06175514626218852,0.0,90
winter,2,0.1464949239597127,0.009008466754945628,0.1244131455399061,0.0,90
winter,3,0.14477348421010394,0.0058223987801452595,0.10852293246659445,0.0,90
winter,4,0.09151719433409575,0.01870310180169335,0.033405561574575665,0.0,90
winter,5,0.03585730909674571,0.09203884274306809,0.0,0.04586493318887685,90
winter,6,0.0033907146583202923,0.2666104891457004,0.0,0.22697724810400866,90
winter,7,0.008346374543557642,0.2526624132257935,0.0,0.22806067172264355,90
winter,8,0.08859596324385056,0.0889370410497171,0.03214156735283496,0.0,90
winter,9,0.2755627783796798,0.01239918141326592,0.2757313109425785,0.0,90
winter,10,0.4971349464307211,0.0016853256289876008,0.5050559768869628,0.0,90
winter,11,0.6617069941013602,0.00010031700172545243,0.6249548573492236,0.0,90
winter,12,0.6861602664419565,0.0010633602182897957,0.6543878656554714,0.0,90
winter,13,0.600658079531319,0.0013121463825689177,0.5449620801733478,0.0,90
winter,14,0.4264636250551744,0.0040487941896392605,0.3255687973997833,0.0,90
winter,15,0.20786485293527548,0.017326752538020143,0.10491152040447815,0.0,90
winter,16,0.02079370811765178,0.16440351510774046,0.0,0.13271939328277357,90
winter,17,0.0,0.5854941615504995,0.0,0.6056338028169014,90
winter,18,0.0,0.6525059187031017,0.0,0.63416395810762,90
winter,19,0.0,0.5588900926929097,0.0,0.5465872156013001,90
winter,20,2.0063400345090484e-05,0.43829701857870873,0.0,0.4210906464427591,90
winter,21,0.0034589302194936,0.2825127402592192,0.0,0.24286746117732033,90
winter,22,0.014245014245014244,0.1491152040447815,0.0,0.07457565908270133,90
winter,23,0.03787568717146182,0.06338429437020986,0.0010834236186348862,0.0,90
