model,case,lolh,lolp_percent,lole_days,eue_mwh,neue_ppm,cvar_eue_mwh,p90_eue_mwh,p95_eue_mwh,p99_eue_mwh,n_shortage_events,mean_shortage_duration_h,max_shortage_duration_h,p95_shortage_duration_h,max_shortfall_mw,mean_shortfall_when_shedding_mw,lolh_ci95_halfwidth,eue_ci95_halfwidth_mwh,total_runtime_s,mean_runtime_s
M1c,VRE120_wind_hvy,2.25,0.025684931506849314,0.75,648.2368652992261,14.381745221688515,3528.387470763443,1829.0691329584536,2866.2066569728677,3984.5564758191767,0.85,2.6470588235294117,6.0,6.0,225.5296759530755,288.1052734663227,1.5568385644598715,499.7050543996064,1.246000051498413,0.06230000257492065
M2,VRE120_wind_hvy,1.95,0.02226027397260274,0.75,648.2368652992255,14.381745221688503,3528.387470763441,1829.0691329584515,2866.206656972865,3984.556475819175,1.05,1.8571428571428572,7.0,3.0,289.0260597530752,332.42916169191045,1.4038667653081762,499.70505439960624,8.565000057220459,0.42825000286102294
M3,VRE120_wind_hvy,2.25,0.025684931506849314,0.75,648.2368652992254,14.381745221688501,3528.3874707634404,1829.0691329584515,2866.2066569728645,3984.556475819175,0.85,2.6470588235294117,6.0,6.0,225.5296759530751,288.1052734663224,1.5568385644598715,499.70505439960624,187.49200010299683,9.37460000514984
HOPE-ED,VRE120_wind_hvy,1.95,0.02226027397260274,NaN,648.2368652992254,14.381745221688501,3528.3874707634413,1829.0691329584524,2866.206656972865,3984.556475819176,1.25,0.65,NaN,NaN,1462.2009067999988,NaN,NaN,NaN,2378.0959997844693,118.90479998922346
HOPE-UC,VRE120_wind_hvy,2.65,0.030251141552511414,NaN,660.3016431657893,14.649413678577472,3624.387470763441,1829.069132958452,2875.8066569728653,4140.076475819175,1.55,0.9791666666666666,NaN,NaN,1462.2009067999988,NaN,NaN,NaN,56398.94300027847,2819.9471500139234
