"case_folder","mode","lolh","lolp_percent","lole_days","eue_mwh","ann_tol_mwh","eue_ann_tol_error_pct","cvar_eue_mwh","max_shortfall_mw","n_shortage_events","mean_shortage_duration_h","p95_shortage_duration_h","runtime_s"
"RAChronoOps_VRE120_wind_hvy_s013_UC","UC","4.0","0.045662100456621","4.0","0.5764741307532404","0.5764741307532404","0.0","0.5764741307532404","0.4821783999982472","4","1.0","1.0","3645.8120000362396"
"RAChronoOps_VRE120_wind_hvy_s014_ED","ED","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","118.99399995803833"
"RAChronoOps_VRE120_wind_hvy_s014_UC","UC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","4317.223000049591"
"RAChronoOps_VRE120_wind_hvy_s015_ED","ED","8.0","0.091324200913242","2.0","4264.1439305307495","4264.1439305307495","0.0","4264.1439305307495","1462.2009067999988","4","2.0","4.399999999999999","119.11500000953674"
"RAChronoOps_VRE120_wind_hvy_s015_UC","UC","9.0","0.10273972602739725","2.0","4456.143930530749","4456.1439305307495","2.0409904077416162e-14","4456.143930530749","1462.2009067999988","4","2.25","5.249999999999998","3828.545000076294"
"RAChronoOps_VRE120_wind_hvy_s016_ED","ED","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","119.84599995613098"
"RAChronoOps_VRE120_wind_hvy_s016_UC","UC","1.0","0.01141552511415525","1.0","0.0678031999996161","0.0678031999996161","0.0","0.0678031999996161","0.0678031999996161","1","1.0","1.0","4023.013000011444"
"RAChronoOps_VRE120_wind_hvy_s017_ED","ED","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","118.86199998855591"
"RAChronoOps_VRE120_wind_hvy_s017_UC","UC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","4011.4990000724792"
"RAChronoOps_VRE120_wind_hvy_s018_ED","ED","4.0","0.045662100456621","2.0","806.632002465374","806.632002465374","0.0","806.632002465374","280.45135519999803","4","1.0","1.0","119.45499992370605"
"RAChronoOps_VRE120_wind_hvy_s018_UC","UC","3.0","0.03424657534246575","2.0","806.6320024658925","806.6320024658925","0.0","806.6320024658925","397.8249452658928","3","1.0","1.0","3742.420000076294"
"RAChronoOps_VRE120_wind_hvy_s019_ED","ED","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","120.36100006103516"
"RAChronoOps_VRE120_wind_hvy_s019_UC","UC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","3501.5599999427795"
"RAChronoOps_VRE120_wind_hvy_s020_ED","ED","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","117.79900002479553"
"RAChronoOps_VRE120_wind_hvy_s020_UC","UC","1.0","0.01141552511415525","1.0","0.06780319999961472","0.06780319999961472","0.0","0.06780319999961472","0.06780319999961472","1","1.0","1.0","4058.944000005722"
