case_name,model,n_scenarios,seed,load_scale,wind_scale,solar_scale,available_vre_energy_share,vre_capacity_share_no_storage,vre_capacity_share_incl_storage,negative_net_load_hours,vre_exceeds_load_hours,net_load_peak_mw,lolh_hours,lolp,lolp_percent,lole_days,eue_mwh,neue_ppm,cvar_eue_mwh,p50_scenario_eue_mwh,p90_scenario_eue_mwh,p95_scenario_eue_mwh,p99_scenario_eue_mwh,n_shortage_events,mean_shortage_duration_h,max_shortage_duration_h,p95_shortage_duration_h,max_shortfall_mw,mean_shortfall_when_shedding_mw,lolh_ci95_halfwidth,lolh_ci95_rel_halfwidth,eue_ci95_halfwidth_mwh,eue_ci95_rel_halfwidth,p1_fire_scenarios,p1_fire_hours,runtime_s,status,error_message
VRE120_base,M1,20,42,1.2,1.0,1.0,0.2887,0.3928,0.3657,23,23,8548.4,95.4,0.01089041095890411,1.089041095890411,25.3,31017.13551095997,688.1443563369432,51937.29936999995,29956.707036399963,44361.16160531997,49735.98232803996,53453.76222112796,27.0,3.533333333333333,10.0,7.0,1000.4147142799991,325.1272066138361,8.750842317351964,0.0917279068904818,5036.057501551674,0.16236371987903822,0,0,1.5,ok,
VRE120_base,M1b,20,42,1.2,1.0,1.0,0.2887,0.3928,0.3657,23,23,8548.4,83.55,0.009537671232876712,0.9537671232876712,21.25,28272.404933872655,627.2499241086456,49454.931555232644,27206.895672432653,41455.640668792665,47494.31370755265,50805.57940585665,22.7,3.6806167400881056,10.0,8.0,1000.2014303799991,338.3890476824974,9.374494613746274,0.11220220961994344,5071.91154711576,0.17939441511886367,20,275,1.0,ok,
VRE120_base,M3,20,42,1.2,1.0,1.0,0.2887,0.3928,0.3657,23,23,8548.4,5.95,0.0006792237442922375,0.06792237442922375,1.75,2479.16958463441,55.002711564565494,9782.932122726885,758.1740287307523,8387.089811914588,9719.414932385725,9826.688409406352,2.0,2.975,7.0,6.049999999999997,461.06735212653757,416.66715708141334,3.253323450517057,0.5467770505070684,1499.9955123041589,0.6050394945149972,-1,-1,187.4,ok,
VRE120_bal15,M1,20,42,1.2,1.5,1.5,0.4331,0.4924,0.4638,620,620,8437.8,51.2,0.005844748858447489,0.5844748858447488,19.15,14923.62962241998,331.0947749221506,25914.21611879998,14616.301317399983,23715.191673679983,25185.013030919978,26416.55602378398,19.65,2.6055979643765905,7.0,5.0,837.3424633799996,291.4771410628904,6.241299864611537,0.12190038798069407,2905.7111936155434,0.1947053945408999,0,0,1.4,ok,
VRE120_bal15,M1b,20,42,1.2,1.5,1.5,0.4331,0.4924,0.4638,620,620,8437.8,36.75,0.004195205479452055,0.4195205479452055,12.75,11608.541477049017,257.54642300582213,22951.86762204901,11246.229276649015,20721.493873472675,22913.751342234304,22978.125503699142,13.2,2.784090909090909,7.0,5.0,808.3791601399992,315.8786796475923,6.684410693231639,0.18188872634643916,2969.6124973340475,0.2558127136992361,20,319,1.1,ok,
VRE120_bal15,M3,20,42,1.2,1.5,1.5,0.4331,0.4924,0.4638,620,620,8437.8,1.35,0.0001541095890410959,0.015410958904109592,0.5,360.07474543961246,7.988597265733194,2721.961558698064,0.0,1337.4475608319128,2219.789362067485,3067.902405265799,0.6,2.25,6.0,4.899999999999999,148.02942812980626,266.7220336589722,1.174924947211075,0.8703147757119073,383.49822725418363,1.065051720819725,-1,-1,182.2,ok,
VRE120_wind_hvy,M1,20,42,1.2,3.0,1.0,0.605,0.5591,0.5306,2221,2221,8458.2,52.4,0.005981735159817351,0.5981735159817352,17.4,15801.110836859982,350.56252188076996,26871.07462859997,15206.92836819998,24140.71930059997,25525.22594861998,27798.214830363973,18.5,2.8324324324324324,8.0,6.0,889.2628186999993,301.54791673396915,6.337421956334577,0.1209431671056217,2963.2750340188404,0.1875358678648258,0,0,2.2,ok,
VRE120_wind_hvy,M1b,20,42,1.2,3.0,1.0,0.605,0.5591,0.5306,2221,2221,8458.2,25.0,0.0028538812785388126,0.28538812785388123,7.25,8982.377867510268,199.2825105925377,20155.20418984901,8403.61726188171,16321.142793632669,19716.4195126543,20457.478078583146,8.1,3.0864197530864197,7.0,6.0,826.6689950999993,359.29511470041075,6.178460377114912,0.24713841508459647,2730.8485464955356,0.3040228975863015,20,596,0.9,ok,
VRE120_wind_hvy,M3,20,42,1.2,3.0,1.0,0.605,0.5591,0.5306,2221,2221,8458.2,2.25,0.0002568493150684931,0.025684931506849314,0.75,648.2368652992254,14.381745221688501,3528.3874707634404,0.0,1829.0691329584515,2866.2066569728645,3984.556475819175,0.85,2.6470588235294117,6.0,6.0,225.5296759530751,288.1052734663224,1.5568385644598715,0.691928250871054,499.70505439960624,0.7708679977170736,-1,-1,175.0,ok,
