model,lolh_diff,lolh_rel_pct,eue_diff_mwh,eue_rel_pct,cvar_eue_diff_mwh,cvar_eue_rel_pct,max_shortfall_diff_mw,n_events_diff
M1,88.15,1215.8620689655172,28537.965926325563,1151.1098757906839,42154.36724727306,430.89706356383255,493.7736430036549,22.9
M1b,76.3,1052.4137931034484,25793.235349238246,1040.3981845010348,39671.999432505756,405.5225870405775,493.56035910365495,18.6
M1c,-1.2999999999999998,-17.93103448275862,0.0,0.0,0.0,0.0,-45.57371914980672,-2.0999999999999996
M2,-1.5,-20.689655172413794,0.0,0.0,-1.8189894035458565e-12,-1.8593499175161737e-14,28.10583037019319,-1.1999999999999997
M3,-1.2999999999999998,-17.93103448275862,4.547473508864641e-13,1.8342728698550217e-14,-1.8189894035458565e-12,-1.8593499175161737e-14,-45.57371914980661,-2.0999999999999996
HOPE-ED,-1.0,-13.793103448275861,-4.547473508864641e-13,-1.8342728698550217e-14,-5.4569682106375694e-12,-5.578049752548522e-14,45.73482567673068,0.15000000000000036
