model,lolh_diff,lolh_rel_pct,eue_diff_mwh,eue_rel_pct,cvar_eue_diff_mwh,cvar_eue_rel_pct,max_shortfall_diff_mw,n_events_diff
M1,89.45,1503.361344537815,28537.96592632556,1151.1098757906834,42154.36724727307,430.89706356383266,539.3473621534615,25.0
M1b,77.6,1304.2016806722688,25793.235349238246,1040.3981845010348,39671.99943250576,405.52258704057766,539.1340782534616,20.7
M1c,0.0,0.0,-4.547473508864641e-13,-1.8342728698550217e-14,1.8189894035458565e-12,1.8593499175161743e-14,-1.1368683772161603e-13,0.0
M2,-0.20000000000000018,-3.3613445378151288,-4.547473508864641e-13,-1.8342728698550217e-14,0.0,0.0,73.6795495199998,0.8999999999999999
HOPE-ED,0.2999999999999998,5.042016806722685,-9.094947017729282e-13,-3.6685457397100434e-14,-3.637978807091713e-12,-3.7186998350323486e-14,91.30854482653729,2.25
HOPE-UC,1.2999999999999998,21.848739495798316,-4.547473508864641e-13,-1.8342728698550217e-14,1.8189894035458565e-12,1.8593499175161743e-14,45.57371914980661,2.0999999999999996
