model,case,lolh,lolp_percent,lole_days,eue_mwh,neue_ppm,cvar_eue_mwh,p90_eue_mwh,p95_eue_mwh,p99_eue_mwh,n_shortage_events,mean_shortage_duration_h,max_shortage_duration_h,p95_shortage_duration_h,max_shortfall_mw,mean_shortfall_when_shedding_mw,lolh_ci95_halfwidth,eue_ci95_halfwidth_mwh,total_runtime_s,mean_runtime_s
M1,VRE120_base,95.4,1.089041095890411,25.3,31017.13551095997,688.1443563369432,51937.29936999995,44361.16160531997,49735.98232803996,53453.76222112796,27.0,3.533333333333333,10.0,7.0,1000.4147142799991,325.1272066138361,8.750842317351964,5036.057501551674,1.3499999046325684,0.06749999523162842
M1b,VRE120_base,83.55,0.9537671232876712,21.25,28272.404933872655,627.2499241086456,49454.931555232644,41455.640668792665,47494.31370755265,50805.57940585665,22.7,3.6806167400881056,10.0,8.0,1000.2014303799991,338.3890476824974,9.374494613746274,5071.91154711576,0.9660000801086426,0.04830000400543213
M1,VRE120_wind_hvy,52.4,0.5981735159817352,17.4,15801.110836859982,350.56252188076996,26871.07462859997,24140.71930059997,25525.22594861998,27798.214830363973,18.5,2.8324324324324324,8.0,6.0,889.2628186999993,301.54791673396915,6.337421956334577,2963.2750340188404,1.1339998245239258,0.05669999122619629
M1b,VRE120_wind_hvy,25.0,0.28538812785388123,7.25,8982.377867510268,199.2825105925377,20155.20418984901,16321.142793632669,19716.4195126543,20457.478078583146,8.1,3.0864197530864197,7.0,6.0,826.6689950999993,359.29511470041075,6.178460377114912,2730.8485464955356,1.0099999904632568,0.05049999952316284
