scenario_id,event_start_hour,event_end_hour,event_duration_h,pre_storage_eue_mwh,event_peak_shortfall_mw,storage_power_mw,storage_energy_mwh,usable_initial_soc_mwh,feasible_charge_before_event_mwh,feasible_discharge_energy_mwh,feasible_discharge_power_limited_mwh,storage_coverage_bound_mwh,residual_eue_bound_mwh,case
8,5441,5442,2,188.16368520000105,170.36293079999996,983.0,3932.0,1966.0,3932.0,3730.2227279346203,188.16368520000105,188.16368520000105,0.0,VRE120_base
8,5727,5727,1,33.30314840000028,33.30314840000028,983.0,3932.0,1966.0,3932.0,3730.2227279346203,33.30314840000028,33.30314840000028,0.0,VRE120_base
8,5729,5730,2,47.47812560000057,33.72526800000014,983.0,3932.0,1966.0,3932.0,3730.2227279346203,47.47812560000057,47.47812560000057,0.0,VRE120_base
8,5849,5850,2,164.15919679999934,123.41517879999992,983.0,3932.0,1966.0,3932.0,3730.2227279346203,164.15919679999934,164.15919679999934,0.0,VRE120_base
8,6041,6044,4,1355.1980312000014,510.53624000000036,983.0,3932.0,1966.0,3932.0,3730.2227279346203,1355.1980312000014,1355.1980312000014,0.0,VRE120_base
8,6185,6188,4,1091.0086275999975,727.8177063999992,983.0,3932.0,1966.0,3932.0,3730.2227279346203,1091.0086275999975,1091.0086275999975,0.0,VRE120_base
8,6209,6210,2,144.56948920000013,91.7926320000006,983.0,3932.0,1966.0,3932.0,3730.2227279346203,144.56948920000013,144.56948920000013,0.0,VRE120_base
9,4434,4435,2,148.47868199999812,81.57141159999901,983.0,3932.0,1966.0,3932.0,3730.2227279346203,148.47868199999812,148.47868199999812,0.0,VRE120_base
9,4746,4747,2,233.37384439999914,153.99171120000028,983.0,3932.0,1966.0,3932.0,3730.2227279346203,233.37384439999914,233.37384439999914,0.0,VRE120_base
9,4770,4771,2,426.69933559999663,237.02282839999862,983.0,3932.0,1966.0,3932.0,3730.2227279346203,426.69933559999663,426.69933559999663,0.0,VRE120_base
9,4841,4841,1,7.512346400000752,7.512346400000752,983.0,3932.0,1966.0,3932.0,3730.2227279346203,7.512346400000752,7.512346400000752,0.0,VRE120_base
9,4864,4868,5,2162.2607967999984,681.0678031999996,983.0,3932.0,1966.0,3932.0,3730.2227279346203,2162.2607967999984,2162.2607967999984,0.0,VRE120_base
9,4889,4892,4,629.7328359999983,319.359492399999,983.0,3932.0,1966.0,3932.0,3730.2227279346203,629.7328359999983,629.7328359999983,0.0,VRE120_base
9,4912,4915,4,356.89019839999855,185.07083479999983,983.0,3932.0,1966.0,3932.0,3730.2227279346203,356.89019839999855,356.89019839999855,0.0,VRE120_base
9,4935,4935,1,13.591175599998678,13.591175599998678,983.0,3932.0,1966.0,3932.0,3730.2227279346203,13.591175599998678,13.591175599998678,0.0,VRE120_base
9,4937,4940,4,646.5319023999991,300.99726759999976,983.0,3932.0,1966.0,3932.0,3730.2227279346203,646.5319023999991,646.5319023999991,0.0,VRE120_base
9,4962,4964,3,307.82617839999966,188.27738640000098,983.0,3932.0,1966.0,3932.0,3730.2227279346203,307.82617839999966,307.82617839999966,0.0,VRE120_base
9,4984,4988,5,1484.9087691999976,472.4009067999996,983.0,3932.0,1966.0,3932.0,3730.2227279346203,1484.9087691999976,1484.9087691999976,0.0,VRE120_base
9,5007,5007,1,110.93976359999942,110.93976359999942,983.0,3932.0,1966.0,3932.0,3730.2227279346203,110.93976359999942,110.93976359999942,0.0,VRE120_base
9,5009,5012,4,800.6715252000013,246.0900187999996,983.0,3932.0,1966.0,3932.0,3730.2227279346203,800.6715252000013,800.6715252000013,0.0,VRE120_base
9,5226,5226,1,73.63549239999975,73.63549239999975,983.0,3932.0,1966.0,3932.0,3730.2227279346203,73.63549239999975,73.63549239999975,0.0,VRE120_base
9,5391,5394,4,581.3806575999988,281.76427319999857,983.0,3932.0,1966.0,3932.0,3730.2227279346203,581.3806575999988,581.3806575999988,0.0,VRE120_base
9,5415,5417,3,1117.7389591999981,404.3098683999997,983.0,3932.0,1966.0,3932.0,3730.2227279346203,1117.7389591999981,1117.7389591999981,0.0,VRE120_base
9,5441,5443,3,317.696909199999,205.36293079999905,983.0,3932.0,1966.0,3932.0,3730.2227279346203,317.696909199999,317.696909199999,0.0,VRE120_base
9,5514,5514,1,82.39208239999971,82.39208239999971,983.0,3932.0,1966.0,3932.0,3730.2227279346203,82.39208239999971,82.39208239999971,0.0,VRE120_base
9,5847,5851,5,2072.502969600002,684.4151787999999,983.0,3932.0,1966.0,3932.0,3730.2227279346203,2072.502969600002,2072.502969600002,0.0,VRE120_base
9,6040,6044,5,2300.4561643999996,683.5362400000004,983.0,3932.0,1966.0,3932.0,3730.2227279346203,2300.4561643999996,2300.4561643999996,0.0,VRE120_base
9,6066,6066,1,25.510343199998715,25.510343199998715,983.0,3932.0,1966.0,3932.0,3730.2227279346203,25.510343199998715,25.510343199998715,0.0,VRE120_base
10,4434,4435,2,88.47868199999812,51.57141159999901,983.0,3932.0,1966.0,3932.0,3730.2227279346203,88.47868199999812,88.47868199999812,0.0,VRE120_base
10,4745,4748,4,936.9210359999988,408.9917112000003,983.0,3932.0,1966.0,3932.0,3730.2227279346203,936.9210359999988,936.9210359999988,0.0,VRE120_base
10,4770,4771,2,131.69933559999663,69.67650719999801,983.0,3932.0,1966.0,3932.0,3730.2227279346203,131.69933559999663,131.69933559999663,0.0,VRE120_base
10,4864,4867,4,1385.8402547999976,551.0678031999996,983.0,3932.0,1966.0,3932.0,3730.2227279346203,1385.8402547999976,1385.8402547999976,0.0,VRE120_base
10,4935,4935,1,48.59117559999868,48.59117559999868,983.0,3932.0,1966.0,3932.0,3730.2227279346203,48.59117559999868,48.59117559999868,0.0,VRE120_base
10,4937,4940,4,841.5319023999991,335.99726759999976,983.0,3932.0,1966.0,3932.0,3730.2227279346203,841.5319023999991,841.5319023999991,0.0,VRE120_base
