model,lolh_diff,lolh_rel_pct,eue_diff_mwh,eue_rel_pct,cvar_eue_diff_mwh,cvar_eue_rel_pct,max_shortfall_diff_mw,n_events_diff
M1,103.39999999999999,847.5409836065573,37031.669135764605,769.1331926571104,44560.84972760768,453.6675627848041,197.8266035069238,21.4
M1b,91.6,750.8196721311475,34388.835191477294,714.242571827137,41811.038363640386,425.67213120675433,197.8266035069238,17.2
M1c,-1.0,-8.196721311475411,-107.27999999999793,-2.2281633756703614,-109.99999999999636,-1.119894082168032,-79.25491639999962,-4.4
M2,-1.0,-8.196721311475411,-107.27999999999702,-2.2281633756703427,-109.99999999999818,-1.1198940821680505,35.611806640000395,-2.8000000000000007
M3,-1.0,-8.196721311475411,-107.27999999999793,-2.2281633756703614,-109.99999999999818,-1.1198940821680505,-79.25491639999962,-4.4
HOPE-UC,3.0,24.590163934426233,-107.27999999999884,-2.2281633756703805,-109.99999999999636,-1.119894082168032,-76.35169414692416,-0.6000000000000014
