model,total_runtime_s,mean_runtime_per_scenario_s
M1,0.36099982261657715,0.07219996452331542
M1b,0.24900007247924805,0.04980001449584961
M1c,0.5130000114440918,0.10260000228881835
M2,2.7739999294281006,0.5547999858856201
M3,47.681999921798706,9.536399984359742
HOPE-ED,607.1999999999999,121.43999999999998
HOPE-UC,2882.8999999999996,576.5799999999999
