case,scenario_id,pre_storage_eue_mwh,residual_eue_bound_mwh,storage_sufficiency_ratio,m1c_eue_mwh,m2_eue_mwh,m3_eue_mwh,bound_minus_m3_mwh,m1c_minus_m3_mwh,m2_minus_m3_mwh
VRE120_base_dur4h,9,13900.730931999982,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
VRE120_base_dur4h,10,19638.346831999974,0.0,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
VRE120_base_dur4h,11,40313.85112839996,3237.7367637307543,0.9196867410801678,3237.7367637307552,3237.7367637307543,3237.736763730755,-4.547473508864641e-13,4.547473508864641e-13,-4.547473508864641e-13
VRE120_base_dur4h,12,19869.128942399977,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VRE120_base_dur4h,13,23746.44494479997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VRE120_base_dur4h,14,18393.798245999984,839.7710056653741,0.9543448832897797,839.7710056653759,839.771005665375,839.7710056653752,-1.1368683772161603e-12,6.821210263296962e-13,-2.2737367544323206e-13
VRE120_base_dur4h,15,43791.13605639996,9853.506778661504,0.77498855553848,9853.506778661507,9853.506778661507,9853.506778661507,-3.637978807091713e-12,0.0,0.0
VRE120_base_dur4h,16,23056.623701599965,102.97820926537315,0.9955336821818267,102.97820926537406,102.97820926537497,102.97820926537509,-1.9326762412674725e-12,-1.0231815394945443e-12,-1.1368683772161603e-13
VRE120_base_dur4h,17,14618.263687599972,1.8189894035458565e-12,0.9999999999999999,0.0,0.0,0.0,1.8189894035458565e-12,0.0,0.0
VRE120_base_dur4h,18,34907.47428799997,3095.745364930739,0.9113156873112715,3095.745364930747,3095.745364930748,3095.745364930748,-9.094947017729282e-12,-9.094947017729282e-13,0.0
VRE120_base_dur4h,19,27280.860125999963,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
VRE120_base_dur4h,20,30448.88220039996,7.275957614183426e-12,0.9999999999999998,0.0,0.0,0.0,7.275957614183426e-12,0.0,0.0
VRE120_base_dur8h,1,29464.531872399966,113.91124999999738,0.9961339535108412,113.91124999999829,113.91124999999829,113.91124999999829,-9.094947017729282e-13,0.0,0.0
VRE120_base_dur8h,2,40276.92264119996,64.4009068000014,0.9984010469872858,64.40090679999958,64.40090679999958,64.40090679999958,1.8189894035458565e-12,0.0,0.0
VRE120_base_dur8h,3,35615.93109359997,93.79773160000332,0.9973664107965197,93.79773159999968,93.79773159999968,93.79773159999968,3.637978807091713e-12,0.0,0.0
VRE120_base_dur8h,4,49491.39154559995,1059.614011999991,0.9785899329376566,1059.614011999999,1059.614011999999,1059.614011999999,-8.185452315956354e-12,0.0,0.0
VRE120_base_dur8h,5,54383.20719439995,1404.8676487999837,0.9741672527003032,1404.8676487999937,1404.8676487999937,1404.8676487999937,-1.000444171950221e-11,0.0,0.0
VRE120_base_dur8h,6,39633.035714399964,1720.1353115999955,0.9565984467100759,1720.1353115999955,1720.1353115999946,1720.1353115999946,9.094947017729282e-13,9.094947017729282e-13,0.0
VRE120_base_dur8h,7,36566.712325199966,7.275957614183426e-12,0.9999999999999998,0.0,0.0,0.0,7.275957614183426e-12,0.0,0.0
VRE120_base_dur8h,8,24945.436746799973,3.637978807091713e-12,0.9999999999999999,0.0,0.0,0.0,3.637978807091713e-12,0.0,0.0
VRE120_base_dur8h,9,13900.730931999982,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
