model,case,scenario_id,eue_mwh,lolh_h
M1c,VRE120_base_pwr0p5x_ls1p225,2,22563.57052411735,68
M1c,VRE120_base_pwr0p5x_ls1p225,3,21358.476700336574,49
M1c,VRE120_base_pwr0p5x_ls1p225,4,33548.46552252506,81
M1c,VRE120_base_pwr0p5x_ls1p225,5,40759.32800819236,78
M1c,VRE120_base_pwr0p5x_ls1p225,6,26885.608104576975,58
M1c,VRE120_base_pwr0p5x_ls1p225,7,22033.555086100045,70
M1c,VRE120_base_pwr0p5x_ls1p225,8,11306.236832986566,45
M1c,VRE120_base_pwr0p5x_ls1p225,9,4850.691884413489,24
M1c,VRE120_base_pwr0p5x_ls1p225,10,7565.795332803881,35
M1c,VRE120_base_pwr0p5x_ls1p225,11,24846.45997502504,70
M1c,VRE120_base_pwr0p5x_ls1p225,12,7729.295938980797,34
M1c,VRE120_base_pwr0p5x_ls1p225,13,11622.856441636573,42
M1c,VRE120_base_pwr0p5x_ls1p225,14,9008.140829038492,30
M1c,VRE120_base_pwr0p5x_ls1p225,15,33942.58574959428,61
M1c,VRE120_base_pwr0p5x_ls1p225,16,9081.72524234618,32
M1c,VRE120_base_pwr0p5x_ls1p225,17,4932.268810546185,21
M1c,VRE120_base_pwr0p5x_ls1p225,18,19680.929322219286,58
M1c,VRE120_base_pwr0p5x_ls1p225,19,13416.302916284652,55
M1c,VRE120_base_pwr0p5x_ls1p225,20,12965.992731011582,48
M2,VRE120_base_pwr0p5x_ls1p225,1,16585.472076361573,48
M2,VRE120_base_pwr0p5x_ls1p225,2,22563.570524117356,66
M2,VRE120_base_pwr0p5x_ls1p225,3,21358.476700336578,52
M2,VRE120_base_pwr0p5x_ls1p225,4,33548.46552252506,78
M2,VRE120_base_pwr0p5x_ls1p225,5,40759.32800819236,75
M2,VRE120_base_pwr0p5x_ls1p225,6,26885.608104576968,55
M2,VRE120_base_pwr0p5x_ls1p225,7,22033.55508610005,70
M2,VRE120_base_pwr0p5x_ls1p225,8,11306.236832986566,41
M2,VRE120_base_pwr0p5x_ls1p225,9,4850.691884413487,19
M2,VRE120_base_pwr0p5x_ls1p225,10,7565.795332803883,30
M2,VRE120_base_pwr0p5x_ls1p225,11,24846.45997502504,71
M2,VRE120_base_pwr0p5x_ls1p225,12,7729.295938980793,34
M2,VRE120_base_pwr0p5x_ls1p225,13,11622.856441636575,39
M2,VRE120_base_pwr0p5x_ls1p225,14,9008.140829038486,28
M2,VRE120_base_pwr0p5x_ls1p225,15,33942.58574959427,67
M2,VRE120_base_pwr0p5x_ls1p225,16,9081.725242346178,30
M2,VRE120_base_pwr0p5x_ls1p225,17,4932.268810546178,23
M2,VRE120_base_pwr0p5x_ls1p225,18,19680.929322219283,59
M2,VRE120_base_pwr0p5x_ls1p225,19,13416.302916284656,48
M2,VRE120_base_pwr0p5x_ls1p225,20,12965.992731011582,49
M3,VRE120_base_pwr0p5x_ls1p225,1,16585.472076361577,47
M3,VRE120_base_pwr0p5x_ls1p225,2,22563.570524117353,68
M3,VRE120_base_pwr0p5x_ls1p225,3,21358.476700336578,49
M3,VRE120_base_pwr0p5x_ls1p225,4,33548.46552252506,81
M3,VRE120_base_pwr0p5x_ls1p225,5,40759.32800819237,78
M3,VRE120_base_pwr0p5x_ls1p225,6,26885.608104576975,58
M3,VRE120_base_pwr0p5x_ls1p225,7,22033.55508610005,70
M3,VRE120_base_pwr0p5x_ls1p225,8,11306.236832986566,45
M3,VRE120_base_pwr0p5x_ls1p225,9,4850.691884413487,24
M3,VRE120_base_pwr0p5x_ls1p225,10,7565.795332803883,35
M3,VRE120_base_pwr0p5x_ls1p225,11,24846.45997502505,70
M3,VRE120_base_pwr0p5x_ls1p225,12,7729.295938980793,34
M3,VRE120_base_pwr0p5x_ls1p225,13,11622.856441636575,42
M3,VRE120_base_pwr0p5x_ls1p225,14,9008.140829038486,30
M3,VRE120_base_pwr0p5x_ls1p225,15,33942.58574959427,61
M3,VRE120_base_pwr0p5x_ls1p225,16,9081.725242346178,32
M3,VRE120_base_pwr0p5x_ls1p225,17,4932.268810546179,21
M3,VRE120_base_pwr0p5x_ls1p225,18,19680.929322219283,58
M3,VRE120_base_pwr0p5x_ls1p225,19,13416.302916284656,55
M3,VRE120_base_pwr0p5x_ls1p225,20,12965.992731011582,48
M1c,VRE120_base_pwr1p0x,1,1779.4778133961363,6
M1c,VRE120_base_pwr1p0x,2,2522.2746481307568,6
M1c,VRE120_base_pwr1p0x,3,2519.0376033961284,6
M1c,VRE120_base_pwr1p0x,4,7004.091136661507,14
M1c,VRE120_base_pwr1p0x,5,9712.357466792266,24
M1c,VRE120_base_pwr1p0x,6,8239.837850261514,21
M1c,VRE120_base_pwr1p0x,7,676.5770517961282,4
M1c,VRE120_base_pwr1p0x,8,0.0,0
M1c,VRE120_base_pwr1p0x,9,0.0,0
M1c,VRE120_base_pwr1p0x,10,0.0,0
M1c,VRE120_base_pwr1p0x,11,3237.7367637307552,7
M1c,VRE120_base_pwr1p0x,12,0.0,0
M1c,VRE120_base_pwr1p0x,13,0.0,0
M1c,VRE120_base_pwr1p0x,14,839.7710056653759,2
M1c,VRE120_base_pwr1p0x,15,9853.506778661507,16
M1c,VRE120_base_pwr1p0x,16,102.97820926537406,3
M1c,VRE120_base_pwr1p0x,17,0.0,0
M1c,VRE120_base_pwr1p0x,18,3095.745364930747,10
M1c,VRE120_base_pwr1p0x,19,0.0,0
M1c,VRE120_base_pwr1p0x,20,0.0,0
M2,VRE120_base_pwr1p0x,1,1779.4778133961336,7
M2,VRE120_base_pwr1p0x,2,2522.274648130755,7
M2,VRE120_base_pwr1p0x,3,2519.037603396134,4
M2,VRE120_base_pwr1p0x,4,7004.091136661509,14
M2,VRE120_base_pwr1p0x,5,9712.357466792264,24
M2,VRE120_base_pwr1p0x,6,8239.837850261509,18
M2,VRE120_base_pwr1p0x,7,676.57705179613,3
M2,VRE120_base_pwr1p0x,8,0.0,0
M2,VRE120_base_pwr1p0x,9,0.0,0
M2,VRE120_base_pwr1p0x,10,0.0,0
M2,VRE120_base_pwr1p0x,11,3237.7367637307543,7
M2,VRE120_base_pwr1p0x,12,0.0,0
M2,VRE120_base_pwr1p0x,13,0.0,0
M2,VRE120_base_pwr1p0x,14,839.771005665375,2
M2,VRE120_base_pwr1p0x,15,9853.506778661507,17
M2,VRE120_base_pwr1p0x,16,102.97820926537497,3
M2,VRE120_base_pwr1p0x,17,0.0,0
M2,VRE120_base_pwr1p0x,18,3095.745364930748,9
M2,VRE120_base_pwr1p0x,19,0.0,0
M2,VRE120_base_pwr1p0x,20,0.0,0
M3,VRE120_base_pwr1p0x,1,1779.4778133961331,6
M3,VRE120_base_pwr1p0x,2,2522.2746481307545,6
M3,VRE120_base_pwr1p0x,3,2519.0376033961334,6
M3,VRE120_base_pwr1p0x,4,7004.091136661509,14
M3,VRE120_base_pwr1p0x,5,9712.357466792264,24
M3,VRE120_base_pwr1p0x,6,8239.83785026151,21
M3,VRE120_base_pwr1p0x,7,676.5770517961292,4
M3,VRE120_base_pwr1p0x,8,0.0,0
M3,VRE120_base_pwr1p0x,9,0.0,0
M3,VRE120_base_pwr1p0x,10,0.0,0
M3,VRE120_base_pwr1p0x,11,3237.736763730755,7
M3,VRE120_base_pwr1p0x,12,0.0,0
M3,VRE120_base_pwr1p0x,13,0.0,0
M3,VRE120_base_pwr1p0x,14,839.7710056653752,2
M3,VRE120_base_pwr1p0x,15,9853.506778661507,16
M3,VRE120_base_pwr1p0x,16,102.97820926537509,3
M3,VRE120_base_pwr1p0x,17,0.0,0
M3,VRE120_base_pwr1p0x,18,3095.745364930748,10
M3,VRE120_base_pwr1p0x,19,0.0,0
M3,VRE120_base_pwr1p0x,20,0.0,0
M1c,VRE120_base_pwr2p0x,1,0.0,0
M1c,VRE120_base_pwr2p0x,2,0.0,0
M1c,VRE120_base_pwr2p0x,3,0.0,0
M1c,VRE120_base_pwr2p0x,4,0.0,0
M1c,VRE120_base_pwr2p0x,5,0.0,0
M1c,VRE120_base_pwr2p0x,6,0.0,0
M1c,VRE120_base_pwr2p0x,7,0.0,0
M1c,VRE120_base_pwr2p0x,8,0.0,0
M1c,VRE120_base_pwr2p0x,9,0.0,0
M1c,VRE120_base_pwr2p0x,10,0.0,0
M1c,VRE120_base_pwr2p0x,11,0.0,0
M1c,VRE120_base_pwr2p0x,12,0.0,0
M1c,VRE120_base_pwr2p0x,13,0.0,0
M1c,VRE120_base_pwr2p0x,14,0.0,0
M1c,VRE120_base_pwr2p0x,15,841.7958225307566,2
M1c,VRE120_base_pwr2p0x,16,0.0,0
M1c,VRE120_base_pwr2p0x,17,0.0,0
M1c,VRE120_base_pwr2p0x,18,0.0,0
M1c,VRE120_base_pwr2p0x,19,0.0,0
M1c,VRE120_base_pwr2p0x,20,0.0,0
M2,VRE120_base_pwr2p0x,1,0.0,0
M2,VRE120_base_pwr2p0x,2,0.0,0
M2,VRE120_base_pwr2p0x,3,0.0,0
M2,VRE120_base_pwr2p0x,4,0.0,0
M2,VRE120_base_pwr2p0x,5,0.0,0
M2,VRE120_base_pwr2p0x,6,0.0,0
M2,VRE120_base_pwr2p0x,7,0.0,0
M2,VRE120_base_pwr2p0x,8,0.0,0
M2,VRE120_base_pwr2p0x,9,0.0,0
M2,VRE120_base_pwr2p0x,10,0.0,0
M2,VRE120_base_pwr2p0x,11,0.0,0
M2,VRE120_base_pwr2p0x,12,0.0,0
M2,VRE120_base_pwr2p0x,13,0.0,0
M2,VRE120_base_pwr2p0x,14,0.0,0
M2,VRE120_base_pwr2p0x,15,841.7958225307566,1
M2,VRE120_base_pwr2p0x,16,0.0,0
M2,VRE120_base_pwr2p0x,17,0.0,0
M2,VRE120_base_pwr2p0x,18,0.0,0
M2,VRE120_base_pwr2p0x,19,0.0,0
M2,VRE120_base_pwr2p0x,20,0.0,0
M3,VRE120_base_pwr2p0x,1,0.0,0
M3,VRE120_base_pwr2p0x,2,0.0,0
M3,VRE120_base_pwr2p0x,3,0.0,0
M3,VRE120_base_pwr2p0x,4,0.0,0
M3,VRE120_base_pwr2p0x,5,0.0,0
M3,VRE120_base_pwr2p0x,6,0.0,0
M3,VRE120_base_pwr2p0x,7,0.0,0
M3,VRE120_base_pwr2p0x,8,0.0,0
M3,VRE120_base_pwr2p0x,9,0.0,0
M3,VRE120_base_pwr2p0x,10,0.0,0
M3,VRE120_base_pwr2p0x,11,0.0,0
M3,VRE120_base_pwr2p0x,12,0.0,0
M3,VRE120_base_pwr2p0x,13,0.0,0
M3,VRE120_base_pwr2p0x,14,0.0,0
M3,VRE120_base_pwr2p0x,15,841.7958225307566,2
M3,VRE120_base_pwr2p0x,16,0.0,0
M3,VRE120_base_pwr2p0x,17,0.0,0
M3,VRE120_base_pwr2p0x,18,0.0,0
M3,VRE120_base_pwr2p0x,19,0.0,0
M3,VRE120_base_pwr2p0x,20,0.0,0
M1c,VRE120_wind_hvy_dur12h,1,0.0,0
M1c,VRE120_wind_hvy_dur12h,2,0.0,0
M1c,VRE120_wind_hvy_dur12h,3,0.0,0
M1c,VRE120_wind_hvy_dur12h,4,663.0962135999971,5
M1c,VRE120_wind_hvy_dur12h,5,658.0076767999972,7
M1c,VRE120_wind_hvy_dur12h,6,705.3139155999979,5
M1c,VRE120_wind_hvy_dur12h,7,0.0,0
M1c,VRE120_wind_hvy_dur12h,8,0.0,0
M1c,VRE120_wind_hvy_dur12h,9,0.0,0
M1c,VRE120_wind_hvy_dur12h,10,0.0,0
M1c,VRE120_wind_hvy_dur12h,11,29.200906799998847,1
M1c,VRE120_wind_hvy_dur12h,12,0.0,0
M1c,VRE120_wind_hvy_dur12h,13,0.0,0
M1c,VRE120_wind_hvy_dur12h,14,0.0,0
M1c,VRE120_wind_hvy_dur12h,15,1563.508769199998,5
M1c,VRE120_wind_hvy_dur12h,16,0.0,0
M1c,VRE120_wind_hvy_dur12h,17,0.0,0
M1c,VRE120_wind_hvy_dur12h,18,159.3098683999997,1
M1c,VRE120_wind_hvy_dur12h,19,0.0,0
M1c,VRE120_wind_hvy_dur12h,20,0.0,0
M2,VRE120_wind_hvy_dur12h,1,0.0,0
M2,VRE120_wind_hvy_dur12h,2,0.0,0
M2,VRE120_wind_hvy_dur12h,3,0.0,0
M2,VRE120_wind_hvy_dur12h,4,663.0962135999971,5
M2,VRE120_wind_hvy_dur12h,5,658.0076767999972,7
M2,VRE120_wind_hvy_dur12h,6,705.3139155999979,5
M2,VRE120_wind_hvy_dur12h,7,0.0,0
M2,VRE120_wind_hvy_dur12h,8,0.0,0
M2,VRE120_wind_hvy_dur12h,9,0.0,0
M2,VRE120_wind_hvy_dur12h,10,0.0,0
M2,VRE120_wind_hvy_dur12h,11,29.200906799998847,1
M2,VRE120_wind_hvy_dur12h,12,0.0,0
M2,VRE120_wind_hvy_dur12h,13,0.0,0
M2,VRE120_wind_hvy_dur12h,14,0.0,0
M2,VRE120_wind_hvy_dur12h,15,1563.5087691999952,5
M2,VRE120_wind_hvy_dur12h,16,0.0,0
M2,VRE120_wind_hvy_dur12h,17,0.0,0
M2,VRE120_wind_hvy_dur12h,18,159.3098683999997,1
M2,VRE120_wind_hvy_dur12h,19,0.0,0
M2,VRE120_wind_hvy_dur12h,20,0.0,0
M3,VRE120_wind_hvy_dur12h,1,0.0,0
M3,VRE120_wind_hvy_dur12h,2,0.0,0
M3,VRE120_wind_hvy_dur12h,3,0.0,0
M3,VRE120_wind_hvy_dur12h,4,663.0962135999971,5
M3,VRE120_wind_hvy_dur12h,5,658.0076767999972,7
M3,VRE120_wind_hvy_dur12h,6,705.3139155999979,5
M3,VRE120_wind_hvy_dur12h,7,0.0,0
M3,VRE120_wind_hvy_dur12h,8,0.0,0
M3,VRE120_wind_hvy_dur12h,9,0.0,0
M3,VRE120_wind_hvy_dur12h,10,0.0,0
M3,VRE120_wind_hvy_dur12h,11,29.200906799998847,1
M3,VRE120_wind_hvy_dur12h,12,0.0,0
M3,VRE120_wind_hvy_dur12h,13,0.0,0
M3,VRE120_wind_hvy_dur12h,14,0.0,0
M3,VRE120_wind_hvy_dur12h,15,1563.5087691999952,5
M3,VRE120_wind_hvy_dur12h,16,0.0,0
M3,VRE120_wind_hvy_dur12h,17,0.0,0
M3,VRE120_wind_hvy_dur12h,18,159.3098683999997,1
M3,VRE120_wind_hvy_dur12h,19,0.0,0
M3,VRE120_wind_hvy_dur12h,20,0.0,0
M1c,VRE120_wind_hvy_dur2h,1,4124.295366498065,8
M1c,VRE120_wind_hvy_dur2h,2,2586.4546632980637,6
M1c,VRE120_wind_hvy_dur2h,3,4100.397104130753,12
M1c,VRE120_wind_hvy_dur2h,4,4980.944382690751,11
M1c,VRE120_wind_hvy_dur2h,5,10292.226154228814,20
M1c,VRE120_wind_hvy_dur2h,6,7802.34817096344,16
M1c,VRE120_wind_hvy_dur2h,7,2596.2987304980616,8
M1c,VRE120_wind_hvy_dur2h,8,1048.8959772653734,4
M1c,VRE120_wind_hvy_dur2h,9,143.9448004326905,1
M1c,VRE120_wind_hvy_dur2h,10,0.0,0
M1c,VRE120_wind_hvy_dur2h,11,4076.0234149307507,10
M1c,VRE120_wind_hvy_dur2h,12,0.0,0
M1c,VRE120_wind_hvy_dur2h,13,640.1870348653738,2
M1c,VRE120_wind_hvy_dur2h,14,157.48495403268498,1
M1c,VRE120_wind_hvy_dur2h,15,9191.04457533075,14
M1c,VRE120_wind_hvy_dur2h,16,405.2581440326867,1
M1c,VRE120_wind_hvy_dur2h,17,0.0,0
M1c,VRE120_wind_hvy_dur2h,18,4210.20415769806,8
M1c,VRE120_wind_hvy_dur2h,19,816.6555492653752,4
M1c,VRE120_wind_hvy_dur2h,20,643.3795480653744,3
M2,VRE120_wind_hvy_dur2h,1,4124.2953664980605,8
M2,VRE120_wind_hvy_dur2h,2,2586.454663298058,7
M2,VRE120_wind_hvy_dur2h,3,4100.397104130749,11
M2,VRE120_wind_hvy_dur2h,4,4980.944382690747,10
M2,VRE120_wind_hvy_dur2h,5,10292.226154228812,16
M2,VRE120_wind_hvy_dur2h,6,7802.348170963438,17
M2,VRE120_wind_hvy_dur2h,7,2596.298730498059,8
M2,VRE120_wind_hvy_dur2h,8,1048.8959772653716,3
M2,VRE120_wind_hvy_dur2h,9,143.94480043268868,1
M2,VRE120_wind_hvy_dur2h,10,0.0,0
M2,VRE120_wind_hvy_dur2h,11,4076.0234149307444,8
M2,VRE120_wind_hvy_dur2h,12,0.0,0
M2,VRE120_wind_hvy_dur2h,13,640.1870348653738,2
M2,VRE120_wind_hvy_dur2h,14,157.4849540326868,1
M2,VRE120_wind_hvy_dur2h,15,9191.044575330747,14
M2,VRE120_wind_hvy_dur2h,16,405.2581440326858,2
M2,VRE120_wind_hvy_dur2h,17,0.0,0
M2,VRE120_wind_hvy_dur2h,18,4210.204157698059,9
M2,VRE120_wind_hvy_dur2h,19,816.6555492653706,3
M2,VRE120_wind_hvy_dur2h,20,643.3795480653716,3
M3,VRE120_wind_hvy_dur2h,1,4124.295366498061,8
M3,VRE120_wind_hvy_dur2h,2,2586.4546632980596,6
M3,VRE120_wind_hvy_dur2h,3,4100.3971041307495,12
M3,VRE120_wind_hvy_dur2h,4,4980.944382690747,11
M3,VRE120_wind_hvy_dur2h,5,10292.226154228814,20
M3,VRE120_wind_hvy_dur2h,6,7802.348170963438,16
M3,VRE120_wind_hvy_dur2h,7,2596.2987304980597,8
M3,VRE120_wind_hvy_dur2h,8,1048.8959772653716,4
M3,VRE120_wind_hvy_dur2h,9,143.94480043268905,1
M3,VRE120_wind_hvy_dur2h,10,0.0,0
M3,VRE120_wind_hvy_dur2h,11,4076.023414930746,10
M3,VRE120_wind_hvy_dur2h,12,0.0,0
M3,VRE120_wind_hvy_dur2h,13,640.1870348653746,2
M3,VRE120_wind_hvy_dur2h,14,157.48495403268714,1
M3,VRE120_wind_hvy_dur2h,15,9191.044575330747,14
M3,VRE120_wind_hvy_dur2h,16,405.2581440326861,1
M3,VRE120_wind_hvy_dur2h,17,0.0,0
M3,VRE120_wind_hvy_dur2h,18,4210.20415769806,8
M3,VRE120_wind_hvy_dur2h,19,816.6555492653715,4
M3,VRE120_wind_hvy_dur2h,20,643.3795480653724,3
M1c,VRE120_wind_hvy_dur4h,1,514.140354865377,2
M1c,VRE120_wind_hvy_dur4h,2,537.140354865377,2
M1c,VRE120_wind_hvy_dur4h,3,0.0,0
M1c,VRE120_wind_hvy_dur4h,4,1722.006702065376,7
M1c,VRE120_wind_hvy_dur4h,5,2792.631010996136,11
M1c,VRE120_wind_hvy_dur4h,6,1513.2404797307554,9
M1c,VRE120_wind_hvy_dur4h,7,0.0,0
M1c,VRE120_wind_hvy_dur4h,8,0.0,0
M1c,VRE120_wind_hvy_dur4h,9,0.0,0
M1c,VRE120_wind_hvy_dur4h,10,0.0,0
M1c,VRE120_wind_hvy_dur4h,11,814.8024704653772,3
M1c,VRE120_wind_hvy_dur4h,12,0.0,0
M1c,VRE120_wind_hvy_dur4h,13,0.0,0
M1c,VRE120_wind_hvy_dur4h,14,0.0,0
M1c,VRE120_wind_hvy_dur4h,15,4264.14393053075,8
M1c,VRE120_wind_hvy_dur4h,16,0.0,0
M1c,VRE120_wind_hvy_dur4h,17,0.0,0
M1c,VRE120_wind_hvy_dur4h,18,806.6320024653751,3
M1c,VRE120_wind_hvy_dur4h,19,0.0,0
M1c,VRE120_wind_hvy_dur4h,20,0.0,0
M2,VRE120_wind_hvy_dur4h,1,514.1403548653743,1
M2,VRE120_wind_hvy_dur4h,2,537.1403548653743,2
M2,VRE120_wind_hvy_dur4h,3,0.0,0
M2,VRE120_wind_hvy_dur4h,4,1722.0067020653742,6
M2,VRE120_wind_hvy_dur4h,5,2792.631010996133,10
M2,VRE120_wind_hvy_dur4h,6,1513.2404797307545,6
M2,VRE120_wind_hvy_dur4h,7,0.0,0
M2,VRE120_wind_hvy_dur4h,8,0.0,0
M2,VRE120_wind_hvy_dur4h,9,0.0,0
M2,VRE120_wind_hvy_dur4h,10,0.0,0
M2,VRE120_wind_hvy_dur4h,11,814.8024704653744,3
M2,VRE120_wind_hvy_dur4h,12,0.0,0
M2,VRE120_wind_hvy_dur4h,13,0.0,0
M2,VRE120_wind_hvy_dur4h,14,0.0,0
M2,VRE120_wind_hvy_dur4h,15,4264.143930530749,9
M2,VRE120_wind_hvy_dur4h,16,0.0,0
M2,VRE120_wind_hvy_dur4h,17,0.0,0
M2,VRE120_wind_hvy_dur4h,18,806.632002465376,2
M2,VRE120_wind_hvy_dur4h,19,0.0,0
M2,VRE120_wind_hvy_dur4h,20,0.0,0
M3,VRE120_wind_hvy_dur4h,1,514.1403548653742,2
M3,VRE120_wind_hvy_dur4h,2,537.1403548653741,2
M3,VRE120_wind_hvy_dur4h,3,0.0,0
M3,VRE120_wind_hvy_dur4h,4,1722.0067020653742,7
M3,VRE120_wind_hvy_dur4h,5,2792.6310109961328,11
M3,VRE120_wind_hvy_dur4h,6,1513.240479730754,9
M3,VRE120_wind_hvy_dur4h,7,0.0,0
M3,VRE120_wind_hvy_dur4h,8,0.0,0
M3,VRE120_wind_hvy_dur4h,9,0.0,0
M3,VRE120_wind_hvy_dur4h,10,0.0,0
M3,VRE120_wind_hvy_dur4h,11,814.802470465374,3
M3,VRE120_wind_hvy_dur4h,12,0.0,0
M3,VRE120_wind_hvy_dur4h,13,0.0,0
M3,VRE120_wind_hvy_dur4h,14,0.0,0
M3,VRE120_wind_hvy_dur4h,15,4264.143930530749,8
M3,VRE120_wind_hvy_dur4h,16,0.0,0
M3,VRE120_wind_hvy_dur4h,17,0.0,0
M3,VRE120_wind_hvy_dur4h,18,806.632002465376,3
M3,VRE120_wind_hvy_dur4h,19,0.0,0
M3,VRE120_wind_hvy_dur4h,20,0.0,0
M1c,VRE120_wind_hvy_dur8h,1,0.0,0
M1c,VRE120_wind_hvy_dur8h,2,0.0,0
M1c,VRE120_wind_hvy_dur8h,3,0.0,0
M1c,VRE120_wind_hvy_dur8h,4,663.0962135999971,5
M1c,VRE120_wind_hvy_dur8h,5,658.0076767999972,7
M1c,VRE120_wind_hvy_dur8h,6,705.3139155999979,5
M1c,VRE120_wind_hvy_dur8h,7,0.0,0
M1c,VRE120_wind_hvy_dur8h,8,0.0,0
M1c,VRE120_wind_hvy_dur8h,9,0.0,0
M1c,VRE120_wind_hvy_dur8h,10,0.0,0
M1c,VRE120_wind_hvy_dur8h,11,29.200906799998847,1
M1c,VRE120_wind_hvy_dur8h,12,0.0,0
M1c,VRE120_wind_hvy_dur8h,13,0.0,0
M1c,VRE120_wind_hvy_dur8h,14,0.0,0
M1c,VRE120_wind_hvy_dur8h,15,1563.508769199998,5
M1c,VRE120_wind_hvy_dur8h,16,0.0,0
M1c,VRE120_wind_hvy_dur8h,17,0.0,0
M1c,VRE120_wind_hvy_dur8h,18,159.3098683999997,1
M1c,VRE120_wind_hvy_dur8h,19,0.0,0
M1c,VRE120_wind_hvy_dur8h,20,0.0,0
M2,VRE120_wind_hvy_dur8h,1,0.0,0
M2,VRE120_wind_hvy_dur8h,2,0.0,0
M2,VRE120_wind_hvy_dur8h,3,0.0,0
M2,VRE120_wind_hvy_dur8h,4,663.0962135999971,5
M2,VRE120_wind_hvy_dur8h,5,658.0076767999972,7
M2,VRE120_wind_hvy_dur8h,6,705.3139155999979,5
M2,VRE120_wind_hvy_dur8h,7,0.0,0
M2,VRE120_wind_hvy_dur8h,8,0.0,0
M2,VRE120_wind_hvy_dur8h,9,0.0,0
M2,VRE120_wind_hvy_dur8h,10,0.0,0
M2,VRE120_wind_hvy_dur8h,11,29.200906799998847,1
M2,VRE120_wind_hvy_dur8h,12,0.0,0
M2,VRE120_wind_hvy_dur8h,13,0.0,0
M2,VRE120_wind_hvy_dur8h,14,0.0,0
M2,VRE120_wind_hvy_dur8h,15,1563.5087691999952,5
M2,VRE120_wind_hvy_dur8h,16,0.0,0
M2,VRE120_wind_hvy_dur8h,17,0.0,0
M2,VRE120_wind_hvy_dur8h,18,159.3098683999997,1
M2,VRE120_wind_hvy_dur8h,19,0.0,0
M2,VRE120_wind_hvy_dur8h,20,0.0,0
M3,VRE120_wind_hvy_dur8h,1,0.0,0
M3,VRE120_wind_hvy_dur8h,2,0.0,0
M3,VRE120_wind_hvy_dur8h,3,0.0,0
M3,VRE120_wind_hvy_dur8h,4,663.0962135999971,5
M3,VRE120_wind_hvy_dur8h,5,658.0076767999972,7
M3,VRE120_wind_hvy_dur8h,6,705.3139155999979,5
M3,VRE120_wind_hvy_dur8h,7,0.0,0
M3,VRE120_wind_hvy_dur8h,8,0.0,0
M3,VRE120_wind_hvy_dur8h,9,0.0,0
M3,VRE120_wind_hvy_dur8h,10,0.0,0
M3,VRE120_wind_hvy_dur8h,11,29.200906799998847,1
M3,VRE120_wind_hvy_dur8h,12,0.0,0
M3,VRE120_wind_hvy_dur8h,13,0.0,0
M3,VRE120_wind_hvy_dur8h,14,0.0,0
M3,VRE120_wind_hvy_dur8h,15,1563.5087691999952,5
M3,VRE120_wind_hvy_dur8h,16,0.0,0
M3,VRE120_wind_hvy_dur8h,17,0.0,0
M3,VRE120_wind_hvy_dur8h,18,159.3098683999997,1
M3,VRE120_wind_hvy_dur8h,19,0.0,0
M3,VRE120_wind_hvy_dur8h,20,0.0,0
M1c,VRE120_wind_hvy_pwr0p5x,1,4340.163467665373,12
M1c,VRE120_wind_hvy_pwr0p5x,2,3326.84817803268,14
M1c,VRE120_wind_hvy_pwr0p5x,3,4223.12103453075,18
M1c,VRE120_wind_hvy_pwr0p5x,4,5831.411451025371,17
M1c,VRE120_wind_hvy_pwr0p5x,5,10645.331085396123,27
M1c,VRE120_wind_hvy_pwr0p5x,6,7802.34817096344,20
M1c,VRE120_wind_hvy_pwr0p5x,7,3170.96206126537,14
M1c,VRE120_wind_hvy_pwr0p5x,8,1295.2680980653704,9
M1c,VRE120_wind_hvy_pwr0p5x,9,339.38070479999897,3
M1c,VRE120_wind_hvy_pwr0p5x,10,477.4423223999984,3
M1c,VRE120_wind_hvy_pwr0p5x,11,4496.6412248980605,17
M1c,VRE120_wind_hvy_pwr0p5x,12,125.47395159999724,3
M1c,VRE120_wind_hvy_pwr0p5x,13,1001.5348279999998,5
M1c,VRE120_wind_hvy_pwr0p5x,14,157.4849540326868,2
M1c,VRE120_wind_hvy_pwr0p5x,15,9449.259802898056,22
M1c,VRE120_wind_hvy_pwr0p5x,16,727.3609431999957,6
M1c,VRE120_wind_hvy_pwr0p5x,17,63.137146799999755,2
M1c,VRE120_wind_hvy_pwr0p5x,18,4329.169337698057,14
M1c,VRE120_wind_hvy_pwr0p5x,19,1070.4715468326858,7
M1c,VRE120_wind_hvy_pwr0p5x,20,1031.1145208653743,11
M2,VRE120_wind_hvy_pwr0p5x,1,4340.163467665371,13
M2,VRE120_wind_hvy_pwr0p5x,2,3326.8481780326783,15
M2,VRE120_wind_hvy_pwr0p5x,3,4223.121034530747,15
M2,VRE120_wind_hvy_pwr0p5x,4,5831.411451025367,16
M2,VRE120_wind_hvy_pwr0p5x,5,10645.331085396123,27
M2,VRE120_wind_hvy_pwr0p5x,6,7802.348170963437,19
M2,VRE120_wind_hvy_pwr0p5x,7,3170.962061265368,16
M2,VRE120_wind_hvy_pwr0p5x,8,1295.2680980653695,8
M2,VRE120_wind_hvy_pwr0p5x,9,339.38070479999897,3
M2,VRE120_wind_hvy_pwr0p5x,10,477.4423223999993,3
M2,VRE120_wind_hvy_pwr0p5x,11,4496.641224898056,16
M2,VRE120_wind_hvy_pwr0p5x,12,125.47395159999814,3
M2,VRE120_wind_hvy_pwr0p5x,13,1001.5348279999998,5
M2,VRE120_wind_hvy_pwr0p5x,14,157.4849540326868,2
