model,case,scenario_id,lolh,eue_mwh,max_shortfall_mw,n_shortage_events,mean_shortage_duration_h,runtime_s
M1c,VRE120_wind_hvy,1,2.0,514.140354865377,265.623925665378,1,2.0,0.0
M1c,VRE120_wind_hvy,2,2.0,537.140354865377,273.51642919999904,1,2.0,0.0
M1c,VRE120_wind_hvy,3,0.0,0.0,0.0,0,0.0,0.0
M1c,VRE120_wind_hvy,4,7.0,1722.006702065376,573.3940592653798,2,3.5,0.0
M1c,VRE120_wind_hvy,5,11.0,2792.631010996136,970.9195783999994,5,2.2,0.0
M1c,VRE120_wind_hvy,6,9.0,1513.2404797307554,339.3098683999997,2,4.5,0.0
M1c,VRE120_wind_hvy,7,0.0,0.0,0.0,0,0.0,0.0
M1c,VRE120_wind_hvy,8,0.0,0.0,0.0,0,0.0,0.0
M1c,VRE120_wind_hvy,9,0.0,0.0,0.0,0,0.0,0.0
M1c,VRE120_wind_hvy,10,0.0,0.0,0.0,0,0.0,0.0
M1c,VRE120_wind_hvy,11,3.0,814.8024704653772,457.08513446537927,2,1.5,0.0
M1c,VRE120_wind_hvy,12,0.0,0.0,0.0,0,0.0,0.0
M1c,VRE120_wind_hvy,13,0.0,0.0,0.0,0,0.0,0.0
M1c,VRE120_wind_hvy,14,0.0,0.0,0.0,0,0.0,0.0
M1c,VRE120_wind_hvy,15,8.0,4264.14393053075,1232.9195783999994,2,4.0,0.0
M1c,VRE120_wind_hvy,16,0.0,0.0,0.0,0,0.0,0.0
M1c,VRE120_wind_hvy,17,0.0,0.0,0.0,0,0.0,0.0
M1c,VRE120_wind_hvy,18,3.0,806.6320024653751,397.8249452653754,2,1.5,0.0
M1c,VRE120_wind_hvy,19,0.0,0.0,0.0,0,0.0,0.0
M1c,VRE120_wind_hvy,20,0.0,0.0,0.0,0,0.0,0.0
M1d_earliest,VRE120_wind_hvy,1,2.0,514.140354865377,265.623925665378,1,2.0,0.0
M1d_earliest,VRE120_wind_hvy,2,2.0,537.140354865377,273.51642919999904,1,2.0,0.0
M1d_earliest,VRE120_wind_hvy,3,0.0,0.0,0.0,0,0.0,0.0
M1d_earliest,VRE120_wind_hvy,4,7.0,1722.006702065376,573.3940592653798,2,3.5,0.0
M1d_earliest,VRE120_wind_hvy,5,11.0,2792.631010996136,970.9195783999994,5,2.2,0.0
M1d_earliest,VRE120_wind_hvy,6,9.0,1513.2404797307554,339.3098683999997,2,4.5,0.0
M1d_earliest,VRE120_wind_hvy,7,0.0,0.0,0.0,0,0.0,0.0
M1d_earliest,VRE120_wind_hvy,8,0.0,0.0,0.0,0,0.0,0.0
M1d_earliest,VRE120_wind_hvy,9,0.0,0.0,0.0,0,0.0,0.0
M1d_earliest,VRE120_wind_hvy,10,0.0,0.0,0.0,0,0.0,0.0
M1d_earliest,VRE120_wind_hvy,11,3.0,814.8024704653772,457.08513446537927,2,1.5,0.0
M1d_earliest,VRE120_wind_hvy,12,0.0,0.0,0.0,0,0.0,0.0
M1d_earliest,VRE120_wind_hvy,13,0.0,0.0,0.0,0,0.0,0.0
M1d_earliest,VRE120_wind_hvy,14,0.0,0.0,0.0,0,0.0,0.0
M1d_earliest,VRE120_wind_hvy,15,8.0,4264.14393053075,1232.9195783999994,2,4.0,0.0
M1d_earliest,VRE120_wind_hvy,16,0.0,0.0,0.0,0,0.0,0.0
M1d_earliest,VRE120_wind_hvy,17,0.0,0.0,0.0,0,0.0,0.0
M1d_earliest,VRE120_wind_hvy,18,3.0,806.6320024653751,397.8249452653754,2,1.5,0.0
M1d_earliest,VRE120_wind_hvy,19,0.0,0.0,0.0,0,0.0,0.0
M1d_earliest,VRE120_wind_hvy,20,0.0,0.0,0.0,0,0.0,0.0
M1d_largest,VRE120_wind_hvy,1,3.0,514.1403548653761,248.51642919999904,2,1.5,0.0
M1d_largest,VRE120_wind_hvy,2,3.0,537.1403548653761,273.51642919999904,2,1.5,0.0
M1d_largest,VRE120_wind_hvy,3,0.0,0.0,0.0,0,0.0,0.0
M1d_largest,VRE120_wind_hvy,4,8.0,1722.006702065376,485.51642919999904,2,4.0,0.0
M1d_largest,VRE120_wind_hvy,5,13.0,2792.631010996135,824.6972088000002,6,2.1666666666666665,0.0
M1d_largest,VRE120_wind_hvy,6,9.0,1513.2404797307536,339.3098683999997,4,2.25,0.0
M1d_largest,VRE120_wind_hvy,7,0.0,0.0,0.0,0,0.0,0.0
M1d_largest,VRE120_wind_hvy,8,0.0,0.0,0.0,0,0.0,0.0
M1d_largest,VRE120_wind_hvy,9,0.0,0.0,0.0,0,0.0,0.0
M1d_largest,VRE120_wind_hvy,10,0.0,0.0,0.0,0,0.0,0.0
M1d_largest,VRE120_wind_hvy,11,3.0,814.8024704653762,457.08513446537836,3,1.0,0.0
M1d_largest,VRE120_wind_hvy,12,0.0,0.0,0.0,0,0.0,0.0
M1d_largest,VRE120_wind_hvy,13,0.0,0.0,0.0,0,0.0,0.0
M1d_largest,VRE120_wind_hvy,14,0.0,0.0,0.0,0,0.0,0.0
M1d_largest,VRE120_wind_hvy,15,10.0,4264.1439305307495,1074.6972087999993,3,3.3333333333333335,0.0
M1d_largest,VRE120_wind_hvy,16,0.0,0.0,0.0,0,0.0,0.0
M1d_largest,VRE120_wind_hvy,17,0.0,0.0,0.0,0,0.0,0.0
M1d_largest,VRE120_wind_hvy,18,4.0,806.6320024653742,280.45135519999894,4,1.0,0.0
M1d_largest,VRE120_wind_hvy,19,0.0,0.0,0.0,0,0.0,0.0
M1d_largest,VRE120_wind_hvy,20,0.0,0.0,0.0,0,0.0,0.0
M2,VRE120_wind_hvy,1,1.0,514.1403548653743,514.1403548653743,1,1.0,0.33700013160705566
M2,VRE120_wind_hvy,2,2.0,537.1403548653743,273.51642919999904,2,1.0,0.4049999713897705
M2,VRE120_wind_hvy,3,0.0,0.0,0.0,0,0.0,0.3190000057220459
M2,VRE120_wind_hvy,4,6.0,1722.0067020653742,632.4311572653769,3,2.0,0.3599998950958252
M2,VRE120_wind_hvy,5,10.0,2792.631010996133,1123.6539771999996,5,2.0,0.38899993896484375
M2,VRE120_wind_hvy,6,6.0,1513.2404797307545,444.8835868653796,3,2.0,0.3560001850128174
M2,VRE120_wind_hvy,7,0.0,0.0,0.0,0,0.0,0.3450000286102295
M2,VRE120_wind_hvy,8,0.0,0.0,0.0,0,0.0,0.32199978828430176
M2,VRE120_wind_hvy,9,0.0,0.0,0.0,0,0.0,0.35700011253356934
M2,VRE120_wind_hvy,10,0.0,0.0,0.0,0,0.0,0.3970000743865967
M2,VRE120_wind_hvy,11,3.0,814.8024704653744,770.9195783999985,2,1.5,0.3769998550415039
M2,VRE120_wind_hvy,12,0.0,0.0,0.0,0,0.0,0.4220001697540283
M2,VRE120_wind_hvy,13,0.0,0.0,0.0,0,0.0,0.3919999599456787
M2,VRE120_wind_hvy,14,0.0,0.0,0.0,0,0.0,0.4099998474121094
M2,VRE120_wind_hvy,15,9.0,4264.143930530749,1373.6539771999996,3,3.0,0.5590000152587891
M2,VRE120_wind_hvy,16,0.0,0.0,0.0,0,0.0,0.40000009536743164
M2,VRE120_wind_hvy,17,0.0,0.0,0.0,0,0.0,0.3940000534057617
M2,VRE120_wind_hvy,18,2.0,806.632002465376,647.3221340653763,2,1.0,0.3190000057220459
M2,VRE120_wind_hvy,19,0.0,0.0,0.0,0,0.0,0.43899989128112793
M2,VRE120_wind_hvy,20,0.0,0.0,0.0,0,0.0,0.34200000762939453
M3,VRE120_wind_hvy,1,2.0,514.1403548653742,265.62392566537517,1,2.0,7.457000017166138
M3,VRE120_wind_hvy,2,2.0,537.1403548653741,273.51642919999904,1,2.0,7.7870001792907715
M3,VRE120_wind_hvy,3,0.0,0.0,0.0,0,0.0,8.75600004196167
M3,VRE120_wind_hvy,4,7.0,1722.0067020653742,573.3940592653779,2,3.5,8.740000009536743
M3,VRE120_wind_hvy,5,11.0,2792.6310109961328,970.9195783999985,5,2.2,8.79200005531311
M3,VRE120_wind_hvy,6,9.0,1513.240479730754,339.3098683999997,2,4.5,8.625
M3,VRE120_wind_hvy,7,0.0,0.0,0.0,0,0.0,9.070000171661377
M3,VRE120_wind_hvy,8,0.0,0.0,0.0,0,0.0,9.069000005722046
M3,VRE120_wind_hvy,9,0.0,0.0,0.0,0,0.0,8.559000015258789
M3,VRE120_wind_hvy,10,0.0,0.0,0.0,0,0.0,8.930000066757202
M3,VRE120_wind_hvy,11,3.0,814.802470465374,457.0851344653761,2,1.5,8.372999906539917
M3,VRE120_wind_hvy,12,0.0,0.0,0.0,0,0.0,8.69700002670288
M3,VRE120_wind_hvy,13,0.0,0.0,0.0,0,0.0,8.424999952316284
M3,VRE120_wind_hvy,14,0.0,0.0,0.0,0,0.0,8.865999937057495
M3,VRE120_wind_hvy,15,8.0,4264.143930530749,1232.9195783999985,2,4.0,8.680000066757202
M3,VRE120_wind_hvy,16,0.0,0.0,0.0,0,0.0,9.058000087738037
M3,VRE120_wind_hvy,17,0.0,0.0,0.0,0,0.0,9.026000022888184
M3,VRE120_wind_hvy,18,3.0,806.632002465376,397.8249452653763,2,1.5,8.866999864578247
M3,VRE120_wind_hvy,19,0.0,0.0,0.0,0,0.0,8.717000007629395
M3,VRE120_wind_hvy,20,0.0,0.0,0.0,0,0.0,8.031000137329102
