case_name,method_label,risk_margin_mw,window_buffer_hours,m3_lolh,method_lolh,lolh_error,lolh_abs_error,lolh_rel_error,m3_eue,method_eue,eue_error,eue_rel_error,m3_cvar_eue,method_cvar_eue,cvar_eue_error,m3_lole_days,method_lole_days,lole_days_error,m3_max_shortfall,method_max_shortfall,max_shortfall_error,m3_mean_shortfall,method_mean_shortfall,mean_shortfall_error,m3_runtime_s,method_runtime_s,runtime_speedup_vs_m3,mean_window_coverage_fraction,mean_n_windows,total_lp_failures
VRE120_base,M1b,NaN,NaN,5.95,83.55,77.6,77.6,13.042016806722687,2479.16958463441,28272.404933872655,25793.235349238246,10.403981845010348,9782.932122726885,49454.931555232644,39671.99943250576,1.75,21.25,19.5,461.06735212653757,1000.2014303799991,539.1340782534616,416.66715708141334,338.3890476824974,-78.27810939891594,194.1,1.4,138.65285703114102,NaN,NaN,0
VRE120_base,M2_rm1000_b48,1000.0,48.0,5.95,5.75,-0.20000000000000018,0.20000000000000018,-0.03361344537815129,2479.16958463441,2479.1695846344096,-4.547473508864641e-13,-1.8342728698550216e-16,9782.932122726885,9782.932122726885,0.0,1.75,1.75,0.0,461.06735212653757,534.7469016465374,73.6795495199998,416.66715708141334,431.159927762506,14.49277068109268,194.1,10.5,18.487047604152135,0.3021518264840182,4.2,0
VRE120_base,M2_rm800_b24,800.0,24.0,5.95,5.65,-0.2999999999999998,0.2999999999999998,-0.05042016806722686,2479.16958463441,2479.16958463441,0.0,0.0,9782.932122726885,9782.932122726885,0.0,1.75,1.75,0.0,461.06735212653757,512.1230510832687,51.055698956731135,416.66715708141334,438.791076926444,22.123919845030684,194.1,5.3,36.625282989358006,0.245662100456621,5.7,0
VRE120_bal15,M1b,NaN,NaN,1.35,36.75,35.4,35.4,26.222222222222218,360.07474543961246,11608.541477049017,11248.466731609404,31.23925483270491,2721.961558698064,22951.86762204901,20229.906063350943,0.5,12.75,12.25,148.02942812980626,808.3791601399992,660.3497320101928,266.7220336589722,315.8786796475923,49.15664598862014,192.7,0.9,214.09777773751154,NaN,NaN,0
VRE120_bal15,M2_rm1000_b48,1000.0,48.0,1.35,1.3,-0.050000000000000044,0.050000000000000044,-0.03703703703703707,360.07474543961246,360.07474543961246,0.0,0.0,2721.961558698064,2721.961558698064,0.0,0.5,0.5,0.0,148.02942812980626,152.66028522653747,4.630857096731205,266.7220336589722,276.9805734150865,10.258539756114317,192.7,8.6,22.405581391134927,0.2929851598173516,3.95,0
VRE120_bal15,M2_rm800_b24,800.0,24.0,1.35,1.25,-0.10000000000000009,0.10000000000000009,-0.07407407407407414,360.07474543961246,360.07474543961246,0.0,0.0,2721.961558698064,2721.961558698064,0.0,0.5,0.5,0.0,148.02942812980626,174.3530896930751,26.323661563268843,266.7220336589722,288.05979635168995,21.337762692717774,192.7,5.2,37.05538460841546,0.23582762557077624,6.05,0
VRE120_wind_hvy,M1b,NaN,NaN,2.25,25.0,22.75,22.75,10.11111111111111,648.2368652992254,8982.377867510268,8334.141002211043,12.856629186561324,3528.3874707634404,20155.20418984901,16626.816719085567,0.75,7.25,6.5,225.5296759530751,826.6689950999993,601.1393191469242,288.1052734663224,359.29511470041075,71.18984123408836,187.9,0.9,208.7833333015442,NaN,NaN,0
VRE120_wind_hvy,M2_rm1000_b48,1000.0,48.0,2.25,1.95,-0.30000000000000004,0.30000000000000004,-0.13333333333333336,648.2368652992254,648.2368652992255,1.1368683772161603e-13,1.7537854418251623e-16,3528.3874707634404,3528.387470763441,4.547473508864641e-13,0.75,0.75,0.0,225.5296759530751,289.0260597530752,63.496383800000075,288.1052734663224,332.42916169191045,44.323888225588064,187.9,8.9,21.112921345099974,0.28462328767123285,3.75,0
VRE120_wind_hvy,M2_rm800_b24,800.0,24.0,2.25,1.95,-0.30000000000000004,0.30000000000000004,-0.13333333333333336,648.2368652992254,648.2368652992254,0.0,0.0,3528.3874707634404,3528.387470763441,4.547473508864641e-13,0.75,0.75,0.0,225.5296759530751,295.33017074980637,69.80049479673127,288.1052734663224,332.42916169191045,44.323888225588064,187.9,4.9,38.347959177834646,0.22511986301369863,6.85,0
